Категории;Показывать товар;Артикул;Основная категория;Фотографии;Описание;Цена_Розничная;Короткое название;Характеристики;Бренд;Цена_Зачеркнутая
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520446;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/perfect-mousse-kraska-muss-dlya-volos-zolotisto-rusij-950.jpg;"<p>
Краска-мусс для волос PERFECT MOUSSE является современной безаммиачной краской. Основным действующим компонентом этого средства, входящим в состав окрашивающего геля, является Ethanolamine (компонент стойких красок, заменяющий аммиак). Это вещество проникает под чешуйки в волосяной стержень и создает цветную пленку по всей длине локонов. При этом в отличие от аммиака, это вещество практически не так сильно повреждает кератиновые клетки, благодаря чему в результате такого окрашивания волосы остаются более блестящими и живыми. Также этот компонент не так сильно высушивает кожу головы, как аммиак, и не имеет резкого запаха. Краска-мусс обогащена протеинами сои и экстрактом орхидеи, за счет этого локоны сохраняют прежнюю мягкость и приобретают невиданный блеск и здоровое сияние. Просто волшебное влияние на волосы оказывает ухаживающий бальзам. Несомненными достоинствами PERFECT MOUSSE являются ее приятный запах, удобная комплектация, экономичность. И краски, и бальзама с лихвой хватит для окрашивания любой, даже самой роскошной, шевелюры. Кроме того, она очень легко смывается с кожи при случайном попадании. </p>

Состав упаковки:

<li>
Флакон-аппликатор с проявляющей эмульсией (35 мл)
<li>
Окрашивающий гель (35 мл)
<li>
Кондиционер (22 мл)
<li>
Пенообразующая помпа
<li>
Одноразовые перчатки
<li>
Инструкция по применению

Особенности продукта:

<li>
Оттенок русый
<li>
Роскошный блеск
<li>
Удобство в окрашивании
<li>
Красота и здоровье волос
<li>
Натуральный и насыщенный оттенок
<li>
Эффект сияющих локонов
<li>
Бережная формула, без аммиака

Состав:
Окрашивающий гель: Aqua (Water, Eau), Coco-Glucoside, Coco-Betaine, Ethanolamine, Caprylyl/Capryl Glucoside, Peg-60 Hydrogenated Castor Oil, Sodium Chloride, Polyquaternium-22, Serine, Plankton Extract, Toluene-2, 5-Diamine Sulfate, Parfum (Fragrance), Sodium Sulfite, Tetrasodium Edta, Resorcinol, Tetramethyl Acetylocta Hydronaphthalenes, Ascorbic Acid, 2-Methylresorcinol, M-Aminophenol, 2-Amino-4-Hydroxyethylaminoanisole Sulfate, Phenoxyethanol, 2-Amino-3-Hydroxypyridine.

Проявляющая эмульсия: Aqua (Water, Eau), Hydrogen Peroxide, Etidronic Acid, Acrylates Copolymer, Sodium Laureth Sulfate, Sodium Hydroxide, 2,6-Dicarboxypyridine, Disodium Pyrophosphate.

Ухаживающий кондиционер для волос: Aqua (Water, Eau), Cetearyl Alcohol, Quaternium-87, Stearamido Propyl Dimethylamine, Dimethicone, Citric Acid, Distearoylethyl Hydroxyethylmonium Methosulfate, Isopropyl Myristate, Prunus Armeniaca (Apricot) Kernel Oil, Hydrolyzed Silk, Sericin, Panthenol, Cocodimonium Hydroxypropyl Hydrolyzed Keratin, Hydrolyzed Keratin, Glycerin, Propylene Glycol, Phenoxyethanol, Sodium Methylparaben, Parfum (Fragrance), Dimethiconol, Polyquaternium-10, Limonene, Hexyl Cinnamal, Citronellol, Coumarin.";486;PERFECT MOUSSE краска-мусс для волос Золотисто-Русый 950;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:PERFECT MOUSS;
(Характеристики товара)Страна происхождения:Словения;
(Характеристики товара)EAN:4015000933803;
(Характеристики товара)Объем:92.5 мл";PERFECT MOUSS;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520447;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-kraska-dlya-brovej-i-resnic-korichnevaya.jpg;"Набор STUDIO для окрашивания бровей и ресниц в домашних условиях. Щадящий состав средства полностью безопасен для глаз и кожи, не содержит аммиак. В состав краски входит касторовое масло, натуральный продукт, содержащий комплекс полезных веществ, ускоряющих рост и состояние ресниц и бровей. Кремовая текстура позволяет удобно наносить ее по линии бровей, подчеркивая контур, делая их более выразительными. Для сохранения результата рекомендуется пользоваться щадящими средствами для снятия макияжа. Применение краски для бровей и ресниц поможет вам достичь профессионального эффекта, не прибегая к услугам косметологов. </p>
<br
<p>  Рекомендации по применению:  Перед использованием средства необходимо полностью удалить макияж и нанести на верхнее и нижнее веко жирный крем, который послужит дополнительной защитой. Положить под ресницы защитную салфетку. Согласно инструкции, смешать состав и нанести краску на брови и ресницы. Оставить на 15-25 минут и смыть прохладной водой с использованием тампона. Перед применением рекомендуется провести тест на аллергическую реакцию. </p>
<br
<p>  В состав упаковки входит:  ul><li> тюбик с крем краской (30 мл)</li><li> флакон с оксидантом (20 мл) </li><li> мисочка для смешивания </li><li> инструкция </li>

ОСОБЕННОСТИ ПРОДУКТА:
<li> Оттенок коричневый, специально для блондинок и шатенок. </li><li> Профессиональный результат в домашних условиях. </li><li> Проста в применении. </li><li> Легко наносится. </li><li> Стойкая. </li><li> Окрашивает только волоски, не затрагивая кожу. </li><li> Упаковка рассчитана на 20 применений. </li>

</p>";102;STUDIO краска для бровей и ресниц Коричневая;"(Характеристики товара)Тип товара:Краски для бровей;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4901301276025;
(Характеристики товара)Объем:30/20 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520448;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-bordo-4.6.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 4.6</li>
<li>Цвет: Бордо</li>";98;STUDIO крем-краска для волос Бордо 4.6;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003173;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520449;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-burgundskij-4.25.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 4.25</li>
<li>Цвет: Бургундский</li>";98;STUDIO крем-краска для волос Бургундский 4.25;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003197;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520450;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-chyornij-1.0.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 1.0</li>
<li>Цвет: Чёрный </li>";98;STUDIO крем-краска для волос Чёрный 1.0;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003067;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520451;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-gorkij-shokolad-3.4.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 3.4</li>
<li>Цвет: Горький шоколад</li>";98;STUDIO крем-краска для волос Горький шоколад 3.4;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003074;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520452;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-kashtanovij-6.45.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 6.45</li>
<li>Цвет: Каштановый </li>";98;STUDIO крем-краска для волос Каштановый 6.45;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003289;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520453;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-krasnoe-derevo-6.54.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 6.54</li>
<li>Цвет: Красное дерево</li>";98;STUDIO крем-краска для волос Красное дерево 6.54;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003210;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520454;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-mahagon-5.54.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 5.54</li>
<li>Цвет: Махагон </li>";98;STUDIO крем-краска для волос Махагон 5.54;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003135;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520455;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-mokko-4.4.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 4.4</li>
<li>Цвет: Мокко</li>";98;STUDIO крем-краска для волос Мокко 4.4;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003142;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520456;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-molochnij-shokolad-8.4.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 8.4</li>
<li>Цвет: Молочный шоколад</li>";98;STUDIO крем-краска для волос Молочный шоколад 8.4;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003302;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520457;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-ochen-svetlij-blondin-9.0.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 9.0</li>
<li>Цвет: Очень светлый блондин</li>";98;STUDIO крем-краска для волос Очень светлый блондин 9.0;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003227;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520458;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-pepelnij-blondin-90.105.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 90.105</li>
<li>Цвет: Пепельный блондин</li>";98;STUDIO крем-краска для волос Пепельный блондин 90.105;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003111;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520459;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-pepelno-rusij-6.1.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 6.1</li>
<li>Цвет: Пепельно-русый</li>";98;STUDIO крем-краска для волос Пепельно-русый 6.1;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003272;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520460;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-platinovij-blondin-90.102.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 90.102</li>
<li>Цвет: Платиновый блондин</li>";98;STUDIO крем-краска для волос Платиновый блондин 90.102;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003128;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520461;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-rubinovo-krasnij-6.5.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 6.5</li>
<li>Цвет: Рубиново-красный</li>";98;STUDIO крем-краска для волос Рубиново-красный 6.5;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003258;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520462;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-rusij-6.0.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: .0</li>
<li>Цвет: Русый</li>";98;STUDIO крем-краска для волос Русый 6.0;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003081;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520463;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-savanna-90.0.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 90.0</li>
<li>Цвет: Саванна</li>";98;STUDIO крем-краска для волос Саванна 90.0;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003159;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520464;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-shampan-90.03.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 90.03</li>
<li>Цвет: Шампань </li>";98;STUDIO крем-краска для волос Шампань 90.03;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003180;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520465;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-shokolad-6.4.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 6.4</li>
<li>Цвет: Шоколад</li>";98;STUDIO крем-краска для волос Шоколад 6.4;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003098;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520466;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-svetlo-rusij-7.0.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 7.0</li>
<li>Цвет: Светло-русый</li>";98;STUDIO крем-краска для волос Светло-русый 7.0;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003234;
(Характеристики товара)Объем:100 мл";STUDIO;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520467;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/studio-krem-kraska-dlya-volos-temnaya-vishnya-3.56.jpg;"<p>
Крем-краска разработана для придания волосам насыщенного жизненной энергией цвета. В комплекте с краской идет бальзам для нанесения на волосы перед окрашиванием, который подготавливает ваши волосы и защищает окрашенные волосы от воздействия солнечных лучей, сохраняя их яркость и блеск.


В комплекте: 1 тюбик с краской (50 мл), 1 тюбик с проявителем (50 мл), 1 пакетик с бальзамом-стабилизатором цвета (15 мл), 1 пара перчаток, инструкция по применению.
</p>

ОСОБЕННОСТИ ПРОДУКТА:

<li>Номер оттенка: 3.56</li>
<li>Цвет: Темная вишня</li>";98;STUDIO крем-краска для волос Темная вишня 3.56;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:STUDIO;
(Характеристики товара)Серия:3D Holography;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4690494003166;
(Характеристики товара)Объем:100 мл";STUDIO;
