"Артикул";"Трансазия_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Трансазия_от 3 шт."
"410478";"319";"229";"286"
"410489";"788";"559";"699"
"410496";"";"76";"95"
"410486";"402";"289";"361"
"410499";"234";"210";"262"
"410485";"243";"182";"228"
"460386";"234";"210";"262"
"460357";"";"76";"95"
"410516";"603";"428";"535"
"410514";"";"91";"114"
"410515";"402";"277";"346"
"410511";"603";"428";"535"
"410509";"234";"210";"262"
"410466";"1068";"961";"1201";"932"
"410492";"234";"210";"262"
"460353";"";"515";"644"
"410513";"788";"559";"699"
"410504";"1057";"782";"978";"759"
"410468";"1068";"961";"1201";"932"
"410497";"788";"559";"699"
"410506";"402";"277";"346"
"410500";"402";"277";"346"
"410503";"788";"559";"699"
"410470";"";"210";"262"
"410481";"243";"182";"228"
"410508";"";"1016";"1270";"986"
"410469";"";"57";"71"
"410482";"402";"289";"361"
"410490";"402";"289";"361"
"410491";"603";"428";"535"
"410268";"413";"227";"284"
"410474";"603";"428";"535"
"410484";"788";"559";"699"
"410270";"413";"227";"284"
"740052";"";"389";"486"
"740010";"";"135";"169"
"740015";"100";"76";"95"
"410269";"413";"227";"284"
"740051";"";"389";"486"
"460296";"";"100";"125"
"740012";"";"146";"182"
"740014";"";"74";"92"
"740018";"197";"155";"194"
"740017";"";"157";"196"
"410100";"";"218";"272"
"740042";"";"403";"504"
"460356";"";"347";"434"
"740038";"";"43";"54"
"740036";"";"410";"512"
"740035";"499";"410";"512"
"740022";"";"181";"226"
"740016";"";"136";"170"
"740015";"184";"130";"162"
"790176";"";"554";"692"
"740018";"311";"239";"299"
"790178";"98";"77";"96"
"740026";"311";"239";"299"
"740045";"";"55";"69"
"790177";"";"83";"104"
"740033";"";"358";"448"
"790179";"85";"55";"69"
"740034";"607";"394";"492"
"740021";"";"167";"209"
"740032";"607";"394";"492"
"740025";"321";"221";"276"
"740046";"788";"559";"699"
"790032";"102";"64";"80"
"790180";"";"343";"429"
"740029";"517";"284";"355"
"790013";"94";"54";"68"
"740024";"";"203";"254"
"740050";"157";"102";"128"
"790015";"181";"78";"98"
"790023";"187";"119";"149"
"790016";"";"166";"208"
"790024";"254";"145";"181"
"790018";"230";"172";"215"
"790035";"137";"59";"74"
"790034";"111";"49";"61"
"790026";"";"181";"226"
"790025";"181";"71";"89"
"770074";"";"1203";"1504";"1167"
"790117";"2164";"1493";"1866";"1448"
"770051";"434";"222";"278"
"770053";"523";"297";"371"
"770071";"1200";"828";"1035";"803"
"770048";"";"375";"469"
"770038";"242";"126";"158"
"770013";"1066";"529";"661"
"780018";"";"398";"498"
"780016";"394";"135";"169"
"780013";"";"179";"224"
"780014";"";"198";"248"
"780011";"";"166";"208"
"780015";"274";"253";"316"
"780017";"";"367";"459"
"790104";"277";"136";"170"
"790102";"";"";" "
"790106";"511";"360";"450"
"790100";"";"";" "
"790101";"";"";" "
"780012";"";"166";"208"
"790108";"201";"110";"138"
"710106";"328";"262";"328"
"710105";"";"237";"296"
"710112";"";"96";"120"
"710103";"";"182";"228"
"710104";"";"183";"229"
"710111";"";"60";"75"
"790116";"";"";" "
"710108";"542";"432";"540"
"710102";"";"125";"156"
"710107";"427";"339";"424"
"710110";"";"590";"738"
"710109";"";"590";"738"
"710120";"";"463";"579"
"710117";"";"329";"411"
"710113";"288";"259";"324"
"710119";"";"463";"579"
"710114";"288";"259";"324"
"710115";"288";"259";"324"
"790157";"";"98";"122"
"710116";"";"388";"485"
"710118";"";"329";"411"
"710354";"457";"365";"456"
"710275";"";"224";"280"
"710353";"457";"365";"456"
"790170";"";"793";"991";"769"
"710305";"300";"270";"338"
"710346";"";"426";"532"
"710170";"";"1251";"1564";"1213"
"710395";"";"767";"959";"744"
"710276";"";"224";"280"
"710163";"";"1241";"1551";"1204"
"710345";"427";"341";"426"
"710317";"350";"315";"394"
"710322";"350";"315";"394"
"710196";"";"1400";"1750";"1358"
"710302";"300";"270";"338"
"710394";"";"767";"959";"744"
"710235";"";"1650";"2062";"1600"
"710154";"";"1241";"1551";"1204"
"710319";"350";"315";"394"
"790172";"";"793";"991";"769"
"710315";"350";"315";"394"
"710237";"";"1650";"2062";"1600"
"710253";"";"2054";"2568";"1992"
"710160";"";"1241";"1551";"1204"
"710195";"";"1400";"1750";"1358"
"710222";"";"1529";"1911";"1483"
"710218";"";"1529";"1911";"1483"
"710260";"";"2054";"2568";"1992"
"710253";"";"2054";"2568";"1992"
"710168";"";"1251";"1564";"1213"
"790175";"";"224";"280"
"710167";"";"1251";"1564";"1213"
"710256";"";"2054";"2568";"1992"
"790142";"";"990";"1238";"960"
"710259";"";"2054";"2568";"1992"
"790124";"350";"315";"394"
"710156";"";"1241";"1551";"1204"
"710302";"300";"270";"338"
