"Артикул";"Цена_Закупочная"
"340140";"77"
"340141";"63"
"340142";"77"
"340143";"77"
"340144";"77"
"340145";"63"
"340146";"242"
"340147";"100"
"340148";"184"
"340149";"234"
"340150";"217"
"340151";"234"
"340152";"120"
"340153";"130"
"340154";"154"
"340155";"214"
"340156";"135"
"340157";"201"
"340158";"209"
"340159";"123"
"340160";"120"
"340161";"120"
"340162";"201"
"340163";"120"
"340164";"201"
"340165";"120"
"340166";"201"
"340167";"120"
"340168";"201"
"340169";"120"
"340170";"340"
"340171";"110"
"340172";"95"
"340173";"184"
"340174";"61"
"340175";"113"
"340176";"61"
"340177";"61"
"340178"
"340179";"95"
"340180";"95"
"340181";"184"
"340182";"95"
"340183";"95"
"340184";"184"
"340185";"110"
"340186";"54"
"340187";"135"
"340188";"100"
"340189";"242"
"340190";"69"
"340191";"40"
"340192";"184"
"340193";"135"
"340194";"100"
"340195";"69"
"340196";"54"
"340197";"40"
"340198";"69"
"340199";"135"
"340200";"242"
"340201";"54"
"340202";"54"
"340203";"249"
"340204";"249"
"340205";"125"
"340206";"249"
"340207";"133"
"340208";"133"
"340209"
"340210";"180"
"340211";"76"
"340212";"176"
"340213"
"340214"
"340215";"98"
"340216";"182"
"340217";"182"
"340218";"98"
"340219";"245"
"340220";"245"
"340221";"245"
"340222";"163"
"340223";"163"
"340224";"80"
"340225";"192"
"340226";"192"
"340227";"109"
"340228";"164"
"340229";"164"
"340230";"192"
"340231";"80"
"340232";"109"
"340233";"203"
"340234";"162"
"340235";"353"
"340236";"99"
"340237"
"340238"
"340239";"168"
"340240";"182"
"310010";"60"
"310011";"48"
"310012";"231"
"310013";"189"
"310014";"189"
"310015";"231"
"310016";"23"
"310017";"24"
"310018";"43"
"310019";"249"
"310020";"50"
"310021";"53"
"310022";"83"
"310023";"257"
"310024";"212"
"310025";"169"
"310026";"50"
"310027";"50"
"310028";"261"
"310029";"154"
"310030"
"310031";"187"
"310032";"187"
"310033";"161"
"310034";"187"
"310035";"66"
"310036";"66"
"310037";"66"
"310038";"66"
"310039";"66"
"310040";"66"
"310041";"66"
"310042";"178"
"310043";"178"
"310044";"177"
"310045";"199"
"310046";"238"
"310047";"257"
"310048";"227"
"310049";"34"
"310050";"34"
"310051";"34"
"310052";"34"
"310053";"24"
"310054";"24"
"310055";"39"
"310056";"25"
"310057";"24"
"310058";"23"
"310059";"23"
"310060";"23"
"310061";"23"
"310062";"23"
"310063";"31"
"310064";"116"
"310065";"73"
"310066";"64"
"310067";"52"
"310068";"69"
"310069";"116"
"310070";"64"
"310071";"116"
"310072";"64"
"310073";"51"
"310074";"30"
"310075";"30"
"310076";"30"
"310077";"34"
"310078";"30"
"310079";"82"
"310080";"82"
"310081";"82"
"310082";"41"
"310083";"87"
"310084";"87"
"310085";"87"
"310086";"87"
"310087";"113"
"310088";"113"
"310089";"64"
"310090";"64"
"310091";"41"
"310092";"64"
"310093";"64"
"310094";"41"
"310095";"64"
"310096";"37"
"310097";"87"
"310098";"87"
"310099";"87"
"310100";"138"
"310101";"87"
"310102";"113"
"310103";"113"
"310104";"68"
"310105";"113"
"310106";"73"
"310107";"73"
"310108";"88"
"310109";"161"
"310110";"137"
"310111";"141"
"310112";"141"
"310113";"140"
"310114";"141"
"310115";"140"
"310116";"140"
"310117";"113"
"310118";"119"
"310119";"119"
"310120";"156"
"310121";"179"
"310122";"209"
"310123";"209"
"310124";"178"
"310125";"213"
"310126";"288"
"310127"
"310128"
"310129";"66"
"310130";"66"
"310131";"66"
"310132";"66"
"310133";"313"
"310134";"83"
"310135";"83"
"310136";"83"
"310137";"129"
"310138";"129"
"310139";"129"
"310140";"121"
"310141";"121"
"310142";"125"
"310143";"125"
"310144";"140"
"310145";"125"
"310146";"125"
"310147";"125"
"310148";"125"
"310149";"63"
"310150";"63"
"310151";"125"
"310152";"125"
"310153";"187"
"310154";"129"
"310155";"161"
"310156";"140"
"310157";"187"
"310158";"247"
"310159";"247"
"310160";"18"
"310161";"18"
"310162";"19"
"310163";"97"
"310164";"2535"
"310165";"113"
"310166";"113"
"310167";"113"
"310168";"113"
"310169"
"310170";"115"
"310171";"236"
"310172";"218"
"310173";"190"
"310174";"82"
"310175";"82"
"310176";"166"
"310177"
"310178";"52"
"310179";"103"
"310180"
"310181"
"310182";"122"
"310183";"80"
"310184";"120"
"310185";"100"
"310186";"119"
"310187";"91"
"310188";"79"
"310189";"76"
"310190";"77"
"310191";"106"
"310192";"137"
"310193";"137"
"310194";"197"
"310195";"73"
"310196";"42"
"310197";"76"
"310198";"73"
"310199";"167"
"310200";"167"
"310201";"203"
"310202";"167"
"310203";"137"
"310204";"106"
"310205";"167"
"310206";"96"
"310207";"203"
"310208";"167"
"310209";"70"
"310210";"43"
"310211";"137"
"310212";"137"
"310213";"137"
"310214";"116"
"310215";"160"
"310216"
"310217";"274"
"310218";"34"
"310219";"203"
"310220"
"310221"
"310222";"82"
"310223";"82"
"310224";"151"
"310225";"158"
"310226";"142"
"310227";"142"
"310228";"142"
"310229";"151"
"310230";"163"
"310231";"307"
"310232";"307"
"310233";"266"
"310234";"163"
"310235";"116"
"310236";"307"
"310237";"48"
"310238";"48"
"310239";"48"
"310240";"83"
"310241"
"310242";"110"
"310243";"110"
"310244";"149"
"310245";"149"
"310246";"127"
"310247";"95"
"310248";"128"
"310249";"149"
"310250";"110"
"310251";"186"
"310252";"155"
"310253";"127"
"310254";"106"
"310255";"149"
"310256";"48"
"310257";"48"
"310258";"249"
"310259";"111"
"310260";"141"
"310261";"111"
"310262";"141"
"310263";"208"
"310264";"163"
"310265";"141"
"310266";"211"
"310267";"211"
"310268";"101"
"310269";"211"
"310270";"7268"
"310271";"823"
"310272";"822"
"310273";"1233"
"310274";"763"
"310275";"715"
"310276";"1072"
"310277";"1233"
"310278";"763"
"310279";"763"
"310280";"1774"
"310281";"1686"
"310282";"1774"
"310283";"3045"
"310284";"5217"
"310285";"12798"
"310286";"5217"
"310287";"763"
"310288";"1233"
"310289";"1419"
"310290";"10413"
"310291";"10413"
"310292";"10879"
"310293";"5217"
"310294";"3310"
"310295";"1423"
"370010";"129"
"370011";"129"
"370012";"110"
"370013";"132"
"370014";"463"
"370015";"396"
"370016";"179"
"370017";"207"
"370018";"207"
"370019";"552"
"370020";"82"
"380010";"327"
"380011";"390"
"380012";"570"
"380013";"680"
"380014";"680"
"380015";"426"
"380016";"1151"
"380017";"974"
"380018";"361"
"380019";"748"
"380020";"308"
"380021";"833"
"380022";"365"
"380023";"985"
"380024";"624"
"380025";"1567"
"380026";"533"
"380027";"1338"
"380028";"1262"
"380029";"471"
"380030";"395"
"380031"
"380032";"521"
"380033";"623"
"380034";"92"
"380035";"436"
"380036";"124"
"380037";"300"
"380038";"654"
"380039";"815"
"380040";"162"
"380041";"119"
"360046";"64"
"360047";"133"
"360048";"150"
"360049";"63"
"360050";"56"
"360051";"10"
"360052";"12"
"360053";"10"
"360054";"195"
"360055";"71"
"360056"
"360057";"78"
"360058";"78"
"360059";"78"
"360060";"96"
"360061";"96"
"360062";"143"
"360063";"143"
"360064";"175"
"360065";"96"
"360066";"96"
"360067";"175"
"360068";"73"
"360069";"68"
"360070";"57"
"360071"
"360072";"68"
"360073";"68"
"360074";"73"
"360075";"132"
"360076";"125"
"360077";"132"
"360078";"158"
"360079";"178"
"360080";"14"
"360081";"10"
"360082";"12"
"360083";"12"
"360084";"8"
"360085";"13"
"360086";"10"
"360087";"10"
"360088";"21"
"360089";"242"
"360090";"200"
"360091";"202"
"360092";"159"
"360093";"198"
"360094";"428"
"360095";"86"
"360096";"111"
"360097";"86"
"360098";"122"
"360099";"86"
"360100";"7"
"360101";"36"
"360102";"71"
"360103";"29"
"360104";"23"
"360105";"65"
"360106";"76"
"360107";"82"
"360108";"24"
"360109";"29"
"360110";"24"
"360111";"136"
"360112";"36"
"360113";"7"
"360114";"101"
"360115";"229"
"360116";"23"
"360117";"160"
"360118";"107"
"360119";"193"
"360120";"116"
"360121";"70"
"360122";"23"
"360123";"74"
"360124";"75"
"360125";"13"
"360126";"70"
"360127";"26"
"360128";"160"
"360129";"84"
"360130";"74"
"360131";"70"
"360132";"23"
"360133";"109"
"360134";"86"
"360135";"29"
"360136";"28"
"360137";"4"
"360138";"70"
"360139";"63"
"360140";"101"
"360141";"55"
"360142";"38"
"360143";"63"
"360144";"55"
"360145";"5"
"360146";"82"
"360147";"67"
"360148";"27"
"360149";"171"
"360150";"171"
"360151";"302"
"360152";"302"
"360153";"151"
"360154";"263"
"360155";"128"
"360156";"84"
"360157";"128"
"360158";"57"
"360159";"57"
"360160";"171"
"360161";"171"
"360162";"186"
"360163";"334"
"360164";"102"
"360165";"9"
"360166";"52"
"360167";"37"
"360168";"104"
"360169";"40"
"360170";"78"
"360171";"123"
"360172";"402"
"360173";"123"
"360174";"134"
"360175";"402"
"360176";"249"
"360177";"134"
"360178";"32"
"360179";"83"
"360180";"159"
"360181";"110"
"360182";"298"
"360183";"93"
"360184";"59"
"360185";"47"
"360186";"96"
"360187";"64"
"360188";"122"
"360189";"81"
"360190";"158"
"360191";"158"
"360192";"97"
"360193";"336"
"360194";"42"
"360195";"88"
"360196";"109"
"360197";"38"
"360198";"158"
"360199";"332"
"360200";"116"
"360201";"116"
"360202";"116"
"360203";"116"
"360204";"52"
"360205";"65"
"360206";"140"
"360207";"170"
"360208";"170"
"360209";"170"
"360210";"289"
"360211";"289"
"360212";"402"
"360213";"202"
"360214";"204"
"360215";"204"
"360216";"204"
"360217";"298"
"360218"
"360219";"74"
"360220";"74"
"360221";"74"
"360222";"74"
"360223";"110"
"360224";"110"
"360225";"110"
"360226";"110"
"360227";"110"
"360228";"110"
"360229";"148"
"360230";"176"
"360231";"140"
"360232";"140"
"360233";"147"
"360234";"208"
"360235";"208"
"360236";"208"
"360237";"208"
"360238";"208"
"610010";"135"
"610011";"98"
"610012"
"610013";"121"
"610014";"101"
"610015";"101"
"610016";"81"
"610017";"100"
"610018";"85"
"610019";"26"
"610020";"60"
"610021";"26"
"610022";"51"
"610023";"20"
"610024";"51"
"610025";"57"
"610026";"74"
"610027";"271"
"610028";"906"
"610029";"835"
"610030";"906"
"610031";"887"
"610032";"258"
"610033";"911"
"610034";"269"
"610035";"2820"
"610036";"84"
"610037";"77"
"610038";"69"
"610039";"80"
"610040";"77"
"610041";"69"
"610042";"87"
"610043";"80"
"610044";"82"
"610045";"64"
"610046";"49"
"610047";"77"
"610048";"70"
"610049";"77"
"610050";"526"
"610051";"45"
"610052";"39"
"610053";"45"
"610054";"45"
"610055";"39"
"610056";"45"
"610057";"45"
"610058";"39"
"610059";"45"
"610060";"39"
"610061";"45"
"610062";"39"
"610063";"45"
"610064";"39"
"610065";"242"
"610066";"1443"
"610067";"170"
"610068"
"610069";"1248"
"610070";"1539"
"610071";"254"
"610072";"1441"
"610073";"249"
"610074";"3798"
"610075";"955"
"610076";"1379"
"610077";"1179"
"610078";"3300"
"610079";"2599"
"610080";"105"
"610081";"1349"
"610082";"928"
"610083";"2628"
"610084";"1200"
"610085";"1188"
"610086";"279"
"610087";"1258"
"610088";"399"
"610089";"2998"
"610090";"756"
"610091";"1249"
"610092";"268"
"610093";"278"
"610094";"658"
"610095";"210"
"610096";"2225"
"610097";"968"
"610098";"219"
"610099";"2048"
"610100";"4299"
"610101";"969"
"610102";"214"
"610103";"1999"
"610104";"4399"
"610105";"1089"
"610106";"258"
"610107"
"610108";"60"
"610109";"59"
"610110";"62"
"610111";"1237"
"610112";"1558"
"610113";"1347"
"610114";"3848"
"610115";"66"
"610116";"71"
"610117";"50"
"610118";"72"
"610119";"1762"
"610120";"1821"
"610121";"1827"
"610122";"970"
"610123";"312"
"610124";"1053"
"610125";"1010"
"610126";"323"
"610127";"970"
"610128";"76"
"610129";"228"
"610130";"76"
"610131";"228"
"610132";"365"
"610133";"24"
"610134";"24"
"610135";"4459"
"610136";"908"
"610137";"4459"
"610138";"909"
"610139";"269"
"610140";"4898"
"610141";"999"
"610142";"293"
"610143";"4899"
"610144";"999"
"610145";"293"
"610146";"999"
"610147";"294"
"610148";"293"
"610149";"857"
"610150";"281"
"610151";"304"
"610152";"4899"
"610153";"293"
"610154";"999"
"610155";"293"
"610156";"968"
"610157";"299"
"610158";"968"
"610159";"293"
"610160";"999"
"610161";"293"
"610162";"960"
"610163";"304"
"610164";"1239"
"610165";"1248"
"610166";"1248"
"610167";"1165"
"610168";"319"
"610169";"1244"
"610170";"1248"
"610171";"139"
"610172";"139"
"610173";"139"
"610174";"76"
"610175";"61"
"610176";"61"
"610177";"76"
"610178";"61"
"610179";"61"
"610180";"76"
"610181";"1115"
"610182";"2236"
"610183";"276"
"610184";"836"
"610185";"1926"
"610186";"276"
"610187";"1336"
"610188";"6125"
"610189";"1336"
"610190";"2665"
"610191";"341"
"610192";"6533"
"610193";"1359"
"610194";"319"
"610195";"7028"
"610196";"1028"
"610197";"1978"
"610198";"273"
"610199"
"610200"
"610201"
"610202";"6249"
"610203";"1419"
"610204";"337"
"610205"
"610206"
"610207"
"610208"
"610209";"1218"
"610210";"2123"
"610211";"1278"
"610212";"287"
"610213";"5885"
"610214";"1218"
"610215";"279"
"610216";"6249"
"610217";"1359"
"610218";"309"
"610219";"6125"
"610220";"1336"
"610221";"2565"
"610222";"341"
"610223";"324"
"610224";"5127"
"610225";"5885"
"610226";"1278"
"610227";"287"
"610228";"307"
"610229";"6159"
"610230";"1336"
"610231";"2682"
"610232";"5885"
"610233";"1278"
"610234";"2339"
"610235";"279"
"610236";"4575"
"610237";"1958"
"610238";"5628"
"610239";"1278"
"610240";"2339"
"610241";"288"
"610242";"7645"
"610243";"1115"
"610244";"2138"
"610245";"276"
"610246";"1336"
"610247";"1336"
"610248";"6125"
"610249";"1336"
"610250";"328"
"610251";"5096"
"610252";"1199"
"610253";"2138"
"610254";"284"
"610255";"1359"
"610256";"309"
"610257";"5455"
"610258";"1248"
"610259";"2279"
"610260";"301"
"610261";"6400"
"610262";"1336"
"610263"
"610264";"307"
"610265";"6400"
"610266";"1336"
"610267";"2565"
"610268";"328"
"610269";"328"
"610270";"6400"
"610271";"1395"
"610272";"328"
"610273"
"610274";"1194"
"610275";"301"
"610276";"1395"
"610277";"246"
"610278";"1395"
"610279";"328"
"610280";"1434"
"610281";"3830"
"610282";"2016"
"610283";"1841"
"610284";"566"
"610285";"1307"
"610286";"1248"
"610287";"405"
"610288";"1849"
"610289";"466"
"610290";"1758"
"610291";"429"
"610292";"1759"
"610293";"408"
"610294";"1747"
"610295";"537"
"610296";"2335"
"610297";"549"
"610298"
"610299";"1822"
"610300";"566"
"610301";"5725"
"610302";"1004"
"610303";"2176"
"610304";"318"
"610305";"318"
"610306";"1768"
"610307";"3208"
"610308";"538"
"610309";"1848"
"610310";"558"
"610311";"1813"
"610312";"558"
"610313";"1298"
"610314";"5864"
"610315";"1017"
"610316";"305"
"610317";"976"
"610318";"328"
"610319";"1406"
"610320";"439"
"610321";"1017"
"610322";"2218"
"610323";"325"
"610324";"1172"
"610325";"2438"
"610326";"394"
"610327";"4717"
"610328";"399"
"610329";"4791"
"610330";"5951"
"610331";"1008"
"610332";"2099"
"610333";"325"
"610334";"325"
"610335";"978"
"610336";"2118"
"610337";"308"
"610338";"1080"
"610339";"348"
"610340";"5111"
"610341";"70"
"610342";"70"
"610343";"70"
"610344";"72"
"610345";"70"
"610346";"56"
"610347";"108"
"610348";"56"
"610349";"226"
"610350";"56"
"610351";"95"
"610352";"14"
"610353";"14"
"610354";"14"
"610355";"14"
"610356";"14"
"610357";"14"
"610358";"14"
"610359";"14"
"610360";"27"
"610361";"27"
"610362";"27"
"610363";"27"
"610364";"24"
"610365";"24"
"610366";"24"
"610367";"24"
"610368";"24"
"610369";"24"
"610370"
"610371";"88"
"610372";"82"
"610373";"23"
"610374";"23"
"610375";"23"
"610376";"23"
"610377";"39"
"610378";"39"
"610379";"39"
"610380";"39"
"610381";"39"
"610382";"39"
"610383";"19"
"610384";"19"
"610385";"19"
"610386";"19"
"610387";"23"
"610388";"23"
"610389";"23"
"610390";"23"
"610391";"23"
"610392";"23"
"610393";"23"
"610394";"23"
"610395";"23"
"610396";"23"
"610397";"23"
"610398";"21"
"610399";"21"
"610400";"21"
"610401";"21"
"610402";"21"
"610403";"21"
"610404";"21"
"610405";"21"
"610406";"21"
"610407";"21"
"610408";"21"
"610409";"21"
"610410";"21"
"610411";"21"
"610412";"21"
"610413";"21"
"610414";"21"
"610415";"21"
"610416";"21"
"610417";"21"
"610418";"21"
"610419";"21"
"610420";"21"
"610421";"21"
"610422";"21"
"610423";"21"
"610424";"21"
"610425";"264"
"610426";"264"
"610427";"253"
"610428";"48"
"610429";"48"
"610430";"47"
"610431";"55"
"610432";"116"
"610433";"123"
"610434";"104"
"610435";"76"
"610436";"228"
"610437";"67"
"610438";"201"
"610439";"365"
"610440";"67"
"610441";"773"
"610442";"201"
"610443";"67"
"610444";"201"
"610445";"201"
"610446";"365"
"610447";"773"
"610448";"67"
"610449";"773"
"610450";"201"
"610451";"201"
"610452";"78"
"610453";"85"
"610454";"1011"
"610455";"78"
"610456";"85"
"610457";"85"
"610458";"404"
"610459";"1012"
"610460";"956"
"610461";"1011"
"610462";"185"
"610463";"157"
"610464";"84"
"610465";"429"
"610466";"84"
"610467";"395"
"610468";"118"
"610469";"139"
"610470";"76"
"610471";"76"
"610472";"76"
"610473";"57"
"610474";"57"
"610475";"57"
"610476";"58"
"610477";"26"
"610478";"26"
"610479";"42"
"610480";"86"
"610481";"86"
"610482";"42"
"610483";"42"
"610484";"42"
"610485";"41"
"610486";"41"
"610487";"41"
"610488";"41"
"610489";"122"
"610490";"87"
"610491";"298"
"610492";"100"
"610493";"101"
"610494";"105"
"610495";"114"
"610496";"88"
"610497";"833"
"610498";"246"
"610499";"428"
"610500";"685"
"610501";"758"
"610502";"1748"
"610503";"428"
"610504";"477"
"610505";"171"
"610506";"323"
"610507";"428"
"610508";"289"
"610509";"1139"
"610510";"285"
"610511";"2084"
"610512";"408"
"610513";"1027"
"610514";"474"
"610515";"471"
"610516";"1137"
"610517";"454"
"610518";"316"
"610519";"418"
"610520";"426"
"610521";"418"
"610522";"418"
"610523";"218"
"610524";"388"
"610525";"152"
"610526";"228"
"610527";"228"
"610528";"448"
"610529";"280"
"610530";"252"
"610531";"104"
"610532";"119"
"610533"
"610534";"248"
"610535";"258"
"610536";"157"
"620010"
"620011";"84"
"620012";"85"
"620013";"85"
"620014";"180"
"620015";"389"
"620016";"351"
"620017";"1327"
"620018";"2745"
"620019";"105"
"620020";"108"
"620021";"117"
"620022";"2641"
"620023";"2520"
"620024";"2908"
"620025";"148"
"620026";"225"
"620027";"227"
"620028"
"620029"
"620030";"2767"
"620031";"3188"
"620032";"600"
"620033";"108"
"620034"
"620035";"22"
"620036";"22"
"620037";"7000"
"620038";"1119"
"620039";"5775"
"620040";"3999"
"620041";"1008"
"620042";"399"
"620043";"3999"
"620044";"986"
"620045";"579"
"620046";"5485"
"620047";"1051"
"620048"
"620049"
"620050"
"620051"
"620052"
"620053";"206"
"620054";"267"
"620055";"527"
"620056";"532"
"620057";"4372"
"620058";"1376"
"620059";"4372"
"620060";"1376"
"620061";"1656"
"620062";"521"
"620063";"593"
"620064"
"620065";"504"
"620066";"203"
"620067";"504"
"620068";"203"
"620069";"141"
"620070";"18"
"620071";"18"
"620072";"4349"
"620073";"1249"
"620074";"3589"
"620075";"1119"
"620076";"1145"
"620077";"389"
"620078";"1114"
"620079";"1239"
"620080";"3999"
"620081";"1239"
"620082";"2389"
"620083";"1249"
"620084"
"620085"
"620086"
"620087"
"620088"
"620089"
"620090"
"620091"
"620092";"1069"
"620093";"3098"
"620094";"222"
"620095";"213"
"620096";"3845"
"620097";"1408"
"620098";"4459"
"620099";"4459"
"620100";"1408"
"620101";"3443"
"620102";"3478"
"620103";"1419"
"620104";"830"
"620105";"2970"
"620106";"774"
"620107";"5668"
"620108";"1326"
"620109";"924"
"620110";"1775"
"620111";"394"
"620112";"263"
"620113";"1826"
"620114";"344"
"620115";"774"
"620116";"1218"
"620117";"1159"
"620118";"428"
"620119";"324"
"620120";"774"
"620121";"1393"
"620122";"830"
"620123";"653"
"620124";"1241"
"620125";"233"
"620126";"299"
"620127";"1408"
"620128";"3844"
"620129";"4159"
"620130";"1277"
"620131";"4790"
"620132";"1479"
"620133";"4159"
"620134";"1288"
"620135";"4407"
"620136";"1326"
"620137";"4407"
"620138";"1326"
"620139";"4459"
"620140";"2264"
"620141";"4158"
"620142";"1294"
"620143";"4790"
"620144";"1479"
"620145";"1479"
"620146";"435"
"620147";"1903"
"620148";"4408"
"620149";"1438"
"620150";"4287"
"620151";"4838"
"620152";"1160"
"620153";"5424"
"620154";"1302"
"620155";"5552"
"620156";"1308"
"620157";"4590"
"620158";"1302"
"620159";"4590"
"620160";"5349"
"620161";"1270"
"620162";"4822"
"620163";"4395"
"620164";"1116"
"620165";"5010"
"620166";"3788"
"620167";"1289"
"620168";"991"
"620169";"1265"
"620170";"5562"
"620171";"1324"
"620172";"818"
"620173";"1445"
"620174";"784"
"620175";"1627"
"620176";"2848"
"620177";"367"
"620178";"991"
"620179";"1903"
"620180";"389"
"620181";"966"
"620182";"1775"
"620183";"424"
"620184";"928"
"620185";"267"
"620186";"1664"
"620187";"774"
"620188";"315"
"620189";"3407"
"620190";"901"
"620191";"4163"
"620192";"2464"
"620193";"4710"
"620194";"4767"
"620195";"1452"
"620196";"4938"
"620197";"1536"
"620198";"4502"
"620199";"1717"
"620200";"518"
"620201";"1357"
"620202";"3488"
"620203";"768"
"620204";"291"
"620205";"838"
"620206";"353"
"620207";"324"
"620208";"830"
"620209";"1453"
"620210";"3438"
"620211";"353"
"620212";"2347"
"620213";"5513"
"620214";"6647"
"620215";"1104"
"620216";"1422"
"620217";"7108"
"620218";"1402"
"620219";"6211"
"620220";"774"
"620221";"1891"
"620222";"6319"
"620223";"1125"
"620224";"1146"
"620225";"3888"
"620226";"6902"
"620227";"7528"
"620228";"1395"
"620229";"4344"
"620230";"1169"
"620231";"728"
"620232";"2575"
"620233";"991"
"620234";"1735"
"620235"
"620236";"1446"
"620237";"4525"
"620238";"4025"
"620239";"1486"
"620240";"1543"
"620241";"425"
"620242";"7776"
"620243";"1367"
"620244";"1115"
"620245";"1046"
"620246";"1147"
"620247";"1093"
"620248";"4638"
"620249";"1610"
"620250";"7190"
"620251";"2601"
"620252";"1035"
"620253";"6994"
"620254";"1308"
"620255";"222"
"620256";"222"
"620257";"127"
"620258";"222"
"620259";"127"
"620260";"222"
"620261";"127"
"620262";"127"
"620263";"222"
"620264";"117"
"620265";"222"
"620266";"127"
"620267";"127"
"620268";"222"
"620269";"222"
"620270";"222"
"620271";"8070"
"620272";"87"
"620273";"87"
"620274";"61"
"620275";"305"
"620276";"61"
"620277";"87"
"620278";"87"
"620279";"87"
"620280";"73"
"620281";"219"
"620282"
"620283";"61"
"620284";"3516"
"620285";"1085"
"620286";"60"
"620287";"60"
"620288";"22"
"620289";"22"
"620290";"22"
"620291";"22"
"620292";"22"
"620293";"22"
"620294";"14"
"620295";"14"
"620296";"14"
"620297";"18"
"620298";"18"
"620299";"18"
"620300";"18"
"620301";"19"
"620302";"19"
"620303";"19"
"620304";"19"
"620305";"18"
"620306";"18"
"620307";"628"
"620308";"1168"
"620309";"1133"
"620310";"1133"
"620311";"257"
"620312";"256"
"620313";"68"
"620314";"68"
"620315";"225"
"620316";"1579"
"620317";"1693"
"620318";"1617"
"620319";"320"
"620320";"345"
"620321";"97"
"620322";"104"
"620323";"120"
"620324";"1733"
"620325";"1853"
"620326";"376"
"620327";"352"
"620328";"772"
"620329";"106"
"620330";"684"
"620331";"684"
"620332";"154"
"620333";"243"
"620334";"169"
"620335";"268"
"620336";"354"
"620337";"393"
"620338";"221"
"620339";"345"
"620340";"431"
"620341";"492"
"620342";"258"
"620343";"417"
"620344";"440"
"620345";"162"
"620346";"162"
"620347";"117"
"620348";"117"
"620349";"196"
"620350";"83"
"620351";"83"
"620352";"83"
"620353";"83"
"620354";"83"
"620355";"188"
"620356";"50"
"620357";"139"
"620358";"117"
"620359";"63"
"620360";"68"
"620361";"140"
"620362";"152"
"620363";"70"
"620364";"43"
"620365";"102"
"620366";"174"
"620367";"173"
"620368";"414"
"620369";"255"
"620370";"593"
"620371";"157"
"620372";"573"
"620373";"243"
"620374";"243"
"620375"
"620376";"306"
"620377"
"620378";"367"
"620379"
"620380"
"510010";"461"
"510011";"461"
"510012";"461"
"510013";"461"
"510014";"461"
"510015";"461"
"510016";"393"
"510017";"469"
"510018";"469"
"510019";"469"
"510020";"469"
"510021";"469"
"510022";"469"
"510023";"469"
"510024";"444"
"510025";"444"
"510026";"444"
"510027";"469"
"510028";"469"
"510029";"469"
"510030";"469"
"510031";"469"
"510032";"469"
"510033";"560"
"510034";"560"
"510035";"560"
"510036";"560"
"510037";"560"
"510038";"560"
"510039";"560"
"510040";"267"
"510041";"267"
"510042";"267"
"510043";"556"
"510044";"556"
"510045";"556"
"510046";"556"
"510047";"556"
"510048";"556"
"510049";"556"
"510050";"412"
"510051";"392"
"510052";"392"
"510053";"200"
"510054";"200"
"510055";"200"
"510056";"200"
"510057";"200"
"510058";"298"
"510059";"298"
"510060";"298"
"510061";"298"
"510062";"681"
"510063";"681"
"510064";"412"
"510065";"412"
"510066";"412"
"510067";"412"
"510068";"375"
"510069";"412"
"510070";"412"
"510071";"412"
"510072";"412"
"510073";"392"
"510074";"392"
"510075";"375"
"510076";"392"
"510077";"412"
"510078";"200"
"510079";"200"
"510080";"200"
"510081";"200"
"510082";"375"
"510083";"527"
"510084";"527"
"510085";"462"
"510086";"462"
"510087";"462"
"510088";"462"
"510089";"462"
"510090";"493"
"510091";"493"
"510092";"718"
"510093";"623"
"510094";"510"
"510095";"510"
"510096";"506"
"510097";"551"
"510098";"551"
"510099";"500"
"510100";"171"
"510101";"399"
"510102";"500"
"510103";"399"
"510104";"799"
"510105";"523"
"510106";"523"
"510107";"523"
"510108";"551"
"510109";"557"
"510110";"446"
"510111";"446"
"510112";"446"
"510113";"446"
"510114";"446"
"510115";"759"
"510116";"759"
"510117";"759"
"510118";"588"
"510119";"588"
"510120";"588"
"510121";"588"
"510122";"669"
"510123";"669"
"510124";"669"
"510125";"572"
"510126";"572"
"510127";"393"
"510128";"555"
"510129";"393"
"510130";"393"
"510131";"393"
"510132";"806"
"510133";"842"
"510134";"160"
"510135";"466"
"510136";"327"
"510137";"330"
"510138";"330"
"510139";"330"
"510140";"330"
"510141";"330"
"510142";"330"
"510143";"405"
"510144";"584"
"510145";"584"
"510146";"584"
"510147";"584"
"510148";"584"
"510149";"584"
"510150";"584"
"510151";"584"
"510152";"584"
"510153";"584"
"510154";"584"
"510155";"586"
"510156";"586"
"510157";"586"
"510158";"586"
"510159";"586"
"510160";"586"
"510161";"586"
"510162";"899"
"510163";"446"
"510164";"461"
"510165";"461"
"510166";"446"
"510167";"393"
"510168";"393"
"510169";"393"
"510170";"393"
"510171";"393"
"510172";"393"
"510173";"393"
"510174";"393"
"510175";"343"
"510176";"343"
"510177";"495"
"510178";"495"
"510179";"495"
"510180";"495"
"510181";"495"
"510182";"343"
"510183";"343"
"510184";"546"
"510185";"546"
"510186";"535"
"510187";"610"
"510188";"610"
"510189";"586"
"510190";"555"
"510191";"555"
"510192";"555"
"510193";"555"
"510194";"286"
"510195";"286"
"510196";"286"
"510197";"445"
"510198";"445"
"510199";"255"
"510200";"430"
"510201";"255"
"570010";"252"
"570011";"362"
"570012";"233"
"570013";"421"
"570014";"446"
"570015";"218"
"570016";"352"
"570017";"303"
"570018";"385"
"570019";"290"
"570020";"286"
"570021";"499"
"570022";"219"
"570023";"251"
"570024";"285"
