"Артикул";"Цена_Закупочная"
"140028";"699"
"140029";"231"
"140030";"355"
"140031";"590"
"140032";"105"
"140033";"105"
"140034";"105"
"140035";"105"
"140036";"228"
"140037";"228"
"140038";"228"
"140039";"115"
"140040";"115"
"140041";"115"
"140042";"522"
"140043";"549"
"140044";"69"
"140045";"69"
"140046";"308"
"140047";"308"
"140048";"308"
"140049";"592"
"140050";"993"
"140051";"183"
"140052";"210"
"140053";"230"
"140054";"218"
"140055";"261"
"140056";"172"
"140057";"110"
"140058";"202"
"140059";"336"
"140060";"132"
"140061";"152"
"140062";"743"
"140063";"419"
"140064";"217"
"140065";"360"
"140066"
"140067";"178"
"140068";"141"
"140069";"135"
"140070";"193"
"140071";"66"
"140072";"80"
"140073";"133"
"140074";"58"
"140075";"127"
"140076";"193"
"140077";"190"
"140078"
"140079";"132"
"140080";"264"
"140081";"346"
"140082";"34"
"140083";"704"
"140084"
"140085"
"140086";"24"
"140087";"24"
"140088";"24"
"140089";"70"
"140090";"24"
"140091";"70"
"140092";"24"
"140093";"70"
"140094";"24"
"140095";"70"
"140096";"73"
"140097";"30"
"140098";"73"
"140099";"30"
"140100";"73"
"140101";"73"
"140102";"30"
"140103";"73"
"140104";"30"
"140105";"73"
"140106";"30"
"140107";"73"
"140108";"30"
"140109";"73"
"140110";"13"
"140111";"13"
"140112";"14"
"140113";"49"
"140114";"49"
"140115";"61"
"140116";"118"
"140117";"61"
"140118";"97"
"140119";"97"
"140120";"19"
"140121"
"140122";"14"
"140123";"24"
"140124";"102"
"140125";"93"
"140126";"117"
"140127"
"140128";"40"
"140129";"56"
"140130";"106"
"140131";"33"
"140132";"52"
"140133";"86"
"140134";"74"
"140135";"74"
"140136";"74"
"140137";"57"
"140138";"113"
"140139";"127"
"140140";"113"
"140141";"113"
"140142"
"140143";"97"
"140144";"20"
"140145";"46"
"140146";"97"
"140147";"46"
"140148";"33"
"140149";"66"
"140150";"33"
"140151";"33"
"140152";"6"
"140153";"6"
"140154";"6"
"140155";"494"
"140156";"50"
"140157";"50"
"140158";"50"
"140159";"50"
"140160";"16"
"140161";"50"
"140162";"16"
"140163"
"140164"
"140165";"23"
"140166";"85"
"140167";"34"
"140168";"34"
"140169";"34"
"140170";"40"
"140171";"34"
"140172";"85"
"140173";"34"
"140174";"23"
"140175";"57"
"140176";"67"
"140177";"139"
"140178";"64"
"140179";"46"
"140180";"107"
"140181";"72"
"140182";"85"
"140183"
"140184";"129"
"140185";"155"
"140186";"142"
"140187";"60"
"140188";"51"
"140189"
"140190";"98"
"140191";"137"
"140192";"134"
"140193";"102"
"140194";"58"
"140195";"67"
"140196";"58"
"140197";"32"
"140198";"32"
"140199";"59"
"140200";"50"
"140201";"58"
"140202";"64"
"140203";"60"
"140204";"60"
"140205";"64"
"140206";"59"
"140207";"59"
"140208";"60"
"140209";"55"
"140210";"108"
"140211";"117"
"140212";"117"
"140213";"117"
"140214";"60"
"140215";"64"
"140216";"64"
"140217";"64"
"140218";"64"
"140219"
"140220";"29"
"140221";"164"
"140222";"198"
"140223";"238"
"140224";"218"
"140225";"120"
"140226";"121"
"140227";"118"
"140228";"237"
"140229";"221"
"140230";"147"
"140231";"147"
"140232";"145"
"140233";"151"
"140234";"55"
"140235";"57"
"140236";"78"
"140237";"40"
"140238"
"140239";"28"
"140240";"18"
"140241";"42"
"140242";"71"
"140243";"58"
"140244";"267"
"140245";"58"
"140246";"114"
"140247";"58"
"140248";"197"
"140249";"197"
"140250";"197"
"140251";"586"
"140252";"50"
"140253";"235"
"140254";"81"
"140255";"164"
"140256";"92"
"140257";"88"
"140258";"81"
"140259";"81"
"140260";"78"
"140261";"81"
"140262";"81"
"140263";"81"
"140264";"81"
"140265";"92"
"140266";"92"
"140267";"137"
"140268";"239"
"140269";"386"
"140270"
"140271"
"140272";"32"
"140273";"25"
"140274";"87"
"140275";"71"
"140276";"71"
"140277";"87"
"140278";"87"
"140279";"189"
"140280"
"140281";"71"
"140282";"15"
"140283";"142"
"140284";"71"
"140285"
"140286";"71"
"140287"
"140288";"71"
"140289";"71"
"140290"
"140291";"87"
"140292";"71"
"140293";"123"
"140294";"135"
"140295";"126"
"140296";"153"
"140297";"59"
"140298";"59"
"160010";"115"
"160011";"29"
"160012";"29"
"160013";"147"
"160014";"139"
"160015";"47"
"160016";"45"
"160017";"45"
"160018";"98"
"160019";"98"
"160020";"80"
"160021";"119"
"160022";"44"
"160023";"44"
"160024";"44"
"160025";"44"
"160026";"48"
"160027";"50"
"160028";"85"
"160029";"40"
"160030";"40"
"160031";"46"
"160032";"64"
"160033";"132"
"160034";"77"
"160035";"60"
"160036";"107"
"160037";"106"
"160038";"66"
"160039";"69"
"160040";"44"
"160041";"41"
"160042";"45"
"160043";"68"
"160044";"68"
"160045";"86"
"160046";"54"
"160047";"69"
"160048";"90"
"160049";"69"
"160050";"69"
"160051";"71"
"160052";"85"
"160053";"87"
"160054";"87"
"160055";"87"
"160056";"85"
"160057";"468"
"160058";"71"
"160059"
"160060";"67"
"160061";"94"
"160062";"125"
"160063";"59"
"160064";"59"
"160065";"74"
"160066";"86"
"160067";"86"
"160068"
"160069";"65"
"160070";"131"
"160071";"117"
"160072";"53"
"160073";"81"
"160074";"38"
"160075";"224"
"160076";"45"
"160077";"66"
"160078";"88"
"160079";"70"
"160080";"46"
"160081";"46"
"160082";"22"
"160083";"40"
"160084";"58"
"160085";"58"
"160086";"60"
"160087";"79"
"160088";"155"
"160089";"69"
"160090";"108"
"160091";"138"
"160092";"114"
"160093";"147"
"160094";"113"
"160095";"130"
"160096";"145"
"160097";"72"
"160098";"137"
"160099";"119"
"160100";"76"
"160101";"68"
"160102"
"160103";"68"
"130010";"67"
"130011";"111"
"130012";"88"
"130013";"27"
"130014";"93"
"110050";"455"
"110051";"268"
"110052";"395"
"110053";"395"
"110054";"395"
"110055";"255"
"110056";"499"
"110057";"515"
"110058";"463"
"110059";"141"
"110060";"230"
"110061";"160"
"110062";"10"
"110063";"338"
"110064";"491"
"110065";"235"
"110066";"868"
"110067";"249"
"110068";"235"
"110069";"235"
"110070";"310"
"110071";"298"
"110072";"298"
"110073";"512"
"110074";"553"
"110075";"1028"
"110076";"298"
"110077";"182"
"110078";"96"
"110079";"179"
"110080";"111"
"110081";"253"
"110082";"235"
"110083";"262"
"110084";"151"
"110085";"200"
"110086";"217"
"110087";"176"
"110088";"165"
"110089";"182"
"110090";"123"
"110091";"151"
"110092";"196"
"110093";"135"
"110094";"196"
"110095";"343"
"110096";"271"
"110097";"343"
"110098";"542"
"110099";"9"
"110100";"207"
"110101";"207"
"110102";"313"
"110103";"343"
"110104";"508"
"110105";"11"
"110106";"98"
"110107";"175"
"110108";"945"
"110109";"183"
"110110";"271"
"110111";"287"
"110112";"175"
"110113";"271"
"110114";"297"
"110115";"159"
"110116";"232"
"110117";"400"
"110118";"313"
"110119";"196"
"110120";"368"
"110121";"194"
"110122";"247"
"110123";"203"
"110124";"136"
"110125";"136"
"110126";"136"
"110127";"56"
"110128";"256"
"110129";"373"
"110130";"373"
"110131";"99"
"110132";"99"
"110133";"99"
"110134";"260"
"110135";"176"
"110136";"351"
"110137";"50"
"110138";"84"
"110139";"295"
"110140";"220"
"110141";"250"
"110142"
"110143";"235"
"110144";"235"
"110145";"136"
"110146";"127"
"110147"
"110148"
"110149";"217"
"110150";"228"
"110151";"203"
"110152";"266"
"110153";"149"
"110154";"132"
"110155";"321"
"110156";"159"
"110157";"192"
"110158";"185"
"110159";"178"
"110160";"192"
"110161";"185"
"110162";"178"
"110163";"210"
"110164";"210"
"110165";"118"
"110166";"127"
"110167";"141"
"110168";"141"
"110169";"141"
"110170";"253"
"110171";"50"
"110172";"117"
"110173";"111"
"130015";"97"
"130016";"97"
"130017";"41"
"130018";"54"
"130019";"54"
"130020";"88"
"130021";"98"
"130022";"98"
"130023";"98"
"130024";"98"
"130025";"98"
"130026"
"130027";"98"
"130028";"49"
"130029";"98"
"130030";"48"
"130031";"79"
"130032";"29"
"130033";"39"
"130034";"141"
"130035";"157"
"130036";"52"
"130037";"230"
"120050";"81"
"120051";"104"
"120052";"140"
"120053";"37"
"120054";"49"
"120055";"59"
"120056";"132"
"120057";"37"
"120058";"77"
"120059";"77"
"120060";"77"
"120061";"77"
"120062";"79"
"120063";"77"
"120064";"77"
"120065";"77"
"120066";"77"
"120067";"79"
"120068";"335"
"120069";"77"
"120070";"77"
"120071";"77"
"120072";"82"
"120073";"149"
"120074";"39"
"120075";"75"
"120076";"75"
"120077";"75"
"120078";"140"
"120079";"75"
"120080";"140"
"120081";"77"
"120082";"75"
"120083";"68"
"120084";"68"
"120085";"68"
"120086";"234"
"120087";"68"
"120088";"68"
"120089";"234"
"120090";"234"
"120091";"68"
"120092";"234"
"120093";"68"
"120094";"68"
"120095";"68"
"120096";"68"
"120097";"68"
"120098";"68"
"120099";"75"
"120100";"47"
"120101";"68"
"120102";"68"
"120103";"75"
"120104";"234"
"120105";"68"
"120106";"234"
"120107";"68"
"120108";"68"
"120109";"142"
"120110";"240"
"120111";"142"
"120112";"143"
"120113";"285"
"120114";"695"
"120115";"695"
"120116";"297"
"120117";"86"
"120118";"209"
"120119";"50"
"120120";"163"
"120121";"90"
"120122";"82"
"120123";"225"
"120124";"225"
"120125";"89"
"120126";"82"
"120127";"77"
"120128";"35"
"120129";"109"
"120130";"218"
"120131";"60"
"120132";"60"
"120133";"60"
"120134";"79"
"120135";"103"
"120136";"110"
"120137";"110"
"120138";"79"
"120139";"204"
"120140";"60"
"120141";"116"
"120142";"79"
"120143";"79"
"120144";"84"
"120145";"84"
"120146";"79"
"120147";"79"
"120148";"84"
"120149";"79"
"120150";"79"
"120151";"84"
"120152";"84"
"120153";"79"
"120154";"84"
"120155";"84"
"120156";"79"
"120157";"84"
"120158";"84"
"120159";"79"
"120160";"84"
"120161";"82"
"120162";"225"
"120163";"64"
"120164";"79"
"120165";"68"
"120166";"79"
"120167";"79"
"120168";"84"
"120169";"42"
"120170";"246"
"120171";"109"
"120172";"311"
"120173";"588"
"120174";"164"
"120175";"86"
"120176";"130"
"120177";"311"
"120178";"485"
"120179"
"120180";"1118"
"120181";"119"
"120182";"72"
"120183";"161"
"120184";"157"
"120185";"44"
"120186";"118"
"120187";"72"
"120188";"84"
"120189";"157"
"120190";"72"
"120191";"22"
"120192";"21"
"120193";"68"
"120194";"27"
"120195";"24"
"120196";"21"
"120197";"21"
"120198";"21"
"120199";"35"
"120200";"31"
"120201";"54"
"120202";"127"
"120203";"51"
"120204";"44"
"120205";"57"
"120206";"59"
"120207";"44"
"120208";"102"
"120209";"40"
"120210";"40"
"120211";"40"
"120212";"40"
"120213";"40"
"120215";"38"
"120216";"38"
"120217";"40"
"120218";"40"
"120219";"40"
"120220";"40"
"120221";"133"
"120222";"38"
"120223";"73"
"120224";"40"
"120225";"40"
"120226";"41"
"120227";"32"
"120228";"40"
"120229";"37"
"120230";"37"
"120231";"260"
"120232";"79"
"120233";"153"
"120234";"235"
"120235";"79"
"120236";"235"
"120237";"235"
"120238";"79"
"120239";"79"
"120240";"235"
"120241";"70"
"120242";"99"
"120243";"158"
"120244";"61"
"120245";"61"
"120246";"63"
"120247";"63"
"120248";"63"
"120249";"61"
"170010";"19"
"170011";"114"
"170012";"114"
"170013";"70"
"170014";"109"
"170015";"48"
"170016";"109"
"170017";"48"
"170018";"45"
"170019";"48"
"170020";"109"
"170021";"48"
"170022";"109"
"170023";"50"
"170024"
"170025";"104"
"170026";"217"
"170027";"67"
"170028";"71"
"170029";"67"
"170030";"71"
"170031";"71"
"170032";"67"
"170033";"65"
"170034";"65"
"170035";"65"
"170036";"65"
"170037";"65"
"170038";"65"
"170039";"65"
"170040";"65"
"170041";"64"
"170042";"65"
"170043";"65"
"170044"
"170045";"40"
"170046";"35"
"170047";"42"
"170048";"65"
"170049";"109"
"170050";"109"
"170051";"109"
"170052";"99"
"170053";"109"
"170054";"231"
"170055";"65"
"170056";"99"
"170057";"65"
"170058";"99"
"170059";"65"
"170060";"75"
"170061";"75"
"170062";"75"
"170063";"88"
"170064";"75"
"170065";"75"
"170066";"75"
"170067";"75"
"170068";"191"
"170069";"88"
"170070";"75"
"170071";"117"
"170072";"143"
"170073";"76"
"170074";"126"
"170075";"76"
"170076";"76"
"170077"
"170078";"126"
"170079";"76"
"170080";"76"
"170081";"76"
"170082";"118"
"170083";"76"
"170084";"267"
"170085";"35"
"170086";"35"
"170087";"15"
"170088";"141"
"170089";"246"
"170090";"51"
"170091";"79"
"170092";"109"
"170093";"68"
"170094";"56"
"170095";"31"
"170096";"31"
"170097";"28"
"170098";"62"
"170099";"62"
"170100"
"170101";"62"
"170102"
"170103"
"170104";"53"
"170105";"64"
"170106";"102"
"170107";"108"
"170108";"32"
"170109";"175"
"170110";"78"
"170111";"78"
"170112";"27"
"170113";"56"
"170114";"77"
"170115";"34"
"170116";"60"
"170117";"108"
"170118";"37"
"170119";"67"
"170120";"60"
"170121";"23"
"170122";"62"
"170123";"110"
"170124";"67"
"170125";"29"
"170126";"66"
"170127";"107"
"170128";"25"
"170129";"25"
"170130";"64"
"170131";"27"
"170132";"64"
"170133";"27"
"170134";"45"
"170135";"25"
"170136";"25"
"170137";"45"
"170138";"45"
"170139";"30"
"170140";"30"
"170141";"45"
"170142";"45"
"170143";"45"
"170144";"45"
"170145";"30"
"170146";"45"
"170147";"45"
"170148";"30"
"170149";"30"
"170150";"45"
"170151";"45"
"170152";"45"
"170153";"45"
"170154";"45"
"170155"
"170156";"45"
"170157";"30"
"170158";"18"
"170159";"35"
"170160";"16"
"170161";"16"
"170162";"16"
"170163";"24"
"170164";"24"
"170165";"37"
"170166";"74"
"170167";"35"
"170168";"70"
"170169";"74"
"170170";"37"
"170171";"70"
"170172";"74"
"170173";"70"
"170174";"63"
"180010";"94"
"180011";"75"
"180012";"79"
"210010";"367"
"210011";"623"
"210012";"697"
"210013";"392"
"210014";"384"
"210015";"445"
"210016"
"210017";"44"
"210018"
"210019"
"210020";"581"
"210021";"273"
"210022";"311"
"210023";"305"
"210024";"76"
"210025";"897"
"210026";"83"
"210027";"29"
"210028";"697"
"210029";"5064"
"210030";"181"
"210031";"891"
"210032";"779"
"210033";"1398"
"210034";"641"
"210035";"641"
"210036";"421"
"210037";"313"
"210038";"539"
"210039";"539"
"210040";"685"
"210041"
"210042";"590"
"210043";"491"
"210044";"136"
"210045";"226"
"210046"
"210047";"435"
"210048";"582"
"210049";"462"
"210050"
"210051";"119"
"210052";"47"
"210053";"47"
"210054";"160"
"210055";"115"
"210056";"115"
"210057";"179"
"460500";"66"
"250010";"2637"
"250011";"297"
"250012";"297"
"250013";"297"
"250014";"259"
"250015";"179"
"250016";"318"
"250017";"282"
"250018";"297"
"250019";"96"
"250020";"267"
"250021";"177"
"250022";"40"
"250023";"10"
"250024";"54"
"250025";"41"
"250026";"32"
"250027";"22"
"250028";"27"
"250029";"13"
"250030";"37"
"250031";"87"
"250032";"21"
"250033";"72"
"250034";"42"
"250035";"55"
"250036";"54"
"250037";"35"
"250038";"17"
"250039";"25"
"250040";"20"
"250041";"14"
"250042";"172"
"250043";"24"
"250044";"54"
"250045";"36"
"250046";"109"
"250047";"32"
"250048";"36"
"250049";"26"
"250050";"50"
"250051";"59"
"250052";"94"
"250053";"59"
"250054"
"250055";"186"
"250056";"168"
"250057";"100"
"250058";"175"
"250059";"64"
"250060";"46"
"250061";"32"
"250062";"144"
"250063";"36"
"250064";"114"
"250065";"59"
"250066";"46"
"250067";"68"
"250068";"44"
"250069";"104"
"250070";"484"
"250071";"153"
"250072";"101"
"250073";"310"
"250074";"33"
"250075";"24"
"250076";"56"
"250077";"62"
"250078"
"250079";"25"
"250080";"33"
"250081";"346"
"250082";"50"
"250083";"77"
"250084";"89"
"250085";"160"
"250086";"104"
"250087";"112"
"250088";"44"
"250089";"228"
"250090";"228"
"250091";"228"
"250092";"228"
"250093";"51"
"250094";"51"
"250095";"114"
"250096";"114"
"250097";"36"
"250098";"36"
"250099";"311"
"250100";"311"
"250101";"311"
"250102";"311"
"250103";"124"
"250104";"124"
"250105";"406"
"250106";"406"
"250107";"406"
"250108"
"250109";"36"
"250110";"36"
"250111";"36"
"250112";"85"
"250113";"48"
"250114";"67"
"250115";"79"
"250116";"88"
"250117";"30"
"250118";"63"
"250119";"37"
"250120"
"250121";"67"
"250122";"108"
"250123";"52"
"250124";"76"
"250125";"62"
"250126";"77"
"250127";"41"
"250128";"110"
"250129";"189"
"250130";"165"
"250131";"262"
"250132";"29"
"250133";"128"
"250134";"48"
"250135";"37"
"250136";"77"
"250137";"58"
"250138";"67"
"250139";"63"
"250140";"48"
"250141";"48"
"250142";"48"
"250143";"61"
"250144";"61"
"250145";"61"
"250146";"160"
"250147";"160"
"250148";"120"
"250149";"120"
"250150";"120"
"250151";"45"
"250152";"185"
"250153";"530"
"250154";"1701"
"250155";"1925"
"250156";"1781"
"220010";"43"
"220011";"25"
"220012";"55"
"220013";"55"
"220014";"35"
"220015";"44"
"220016";"56"
"220017";"83"
"220018";"58"
"220019";"41"
"220020";"89"
"220021";"141"
"220022";"121"
"220023";"51"
"220024";"69"
"220025";"69"
"220026";"61"
"220027";"70"
"220028";"56"
"220029";"60"
"220030";"60"
"220031";"74"
"220032";"78"
"220033";"90"
"230010";"61"
"230011";"111"
"230012";"111"
"230013";"86"
"230014";"100"
"230015";"100"
"230016";"171"
"230017";"171"
"230018";"186"
"230019";"82"
"230020";"79"
"230021";"79"
"230022";"79"
"230023";"79"
"230024";"79"
"230025";"79"
"230026";"79"
"230027";"90"
"230028";"90"
"230029";"79"
"230030";"86"
"230031";"119"
"230032";"88"
"230033";"111"
"230034";"178"
"230035";"207"
"230036"
"240010";"44"
"240011";"201"
"240012";"1274"
"240013";"321"
"240014";"166"
"240015";"208"
"240016";"277"
"240017";"357"
"240018";"28"
"240019";"39"
"240020";"57"
"240021";"49"
"240022";"20"
"240023";"20"
"240024";"456"
"240025";"586"
"240026";"1033"
"240027";"581"
"240028";"391"
"240029";"822"
"240030";"1701"
"240031";"2213"
"240032";"516"
"240033";"1115"
"240034";"618"
"240035";"770"
"240036";"2344"
"240037";"1772"
"240038";"299"
"240039";"82"
"240040";"321"
"240041";"321"
"240042";"143"
"240043";"207"
"240044";"343"
"240045";"343"
"240046";"433"
"240047";"614"
"240048";"86"
"240049";"153"
"240050";"218"
"240051";"67"
"240052";"292"
"240053";"433"
"240054";"614"
"240055";"86"
"240056";"153"
"240057";"218"
"240058";"67"
"240059"
"240060";"213"
"240061";"293"
"240062";"77"
"240063";"72"
"240064";"365"
"240065";"365"
"240066";"228"
"240067";"228"
"240068";"98"
"240069"
"240070";"86"
"240071";"86"
"240072";"187"
"240073";"172"
"240074";"643"
"240075";"643"
"240076";"172"
"240077";"79"
"240078";"79"
"240079"
"240080";"144"
"240081";"215"
"240082";"321"
"240083";"106"
"240084";"207"
"240085";"106"
"240086";"207"
"240087";"144"
"240088";"73"
"240089";"54"
"240090";"54"
"240091";"67"
"240092";"99"
"240093";"74"
"240094";"74"
