"Артикул";"Цена_Трансазия";"Цена_Розничная";"Перечеркнутая цена";"Оценка товарного запаса"
350167;218;272;243;25
350168;218;272;243;25
350170;197;246;;25
350171;236;295;;25
350172;236;295;;25
350173;197;246;;25
350177;197;246;;5
350179;197;246;;25
350181;197;246;;25
350185;197;246;;15
350187;197;246;;25
350189;197;246;;5
350190;197;246;;25
350191;197;246;;25
350192;218;272;243;25
350193;218;272;243;25
350194;110;138;;25
350195;131;164;;25
350196;131;164;;25
350197;242;302;;25
350198;221;276;;25
350199;190;238;;25
350200;221;276;;25
350201;190;238;;25
350202;221;276;;25
350203;190;238;;25
350204;190;238;;25
350205;190;238;;15
350207;242;302;;25
350208;220;275;;25
350209;242;302;;25
350210;242;302;;25
350212;221;276;;15
350213;393;491;;25
350214;393;491;;15
350215;393;491;;25
350216;257;321;;25
350217;257;321;;25
350218;257;321;;25
350219;257;321;;25
350220;257;321;;25
350221;248;310;;25
350222;211;264;;15
350224;250;312;;25
350225;250;312;;25
350228;248;310;;25
350229;211;264;;15
350230;126;158;166;25
350231;126;158;166;25
350232;104;130;137;25
350233;126;158;166;25
350234;126;158;166;25
350235;126;158;166;25
350236;126;158;166;25
350238;139;174;183;25
350239;126;158;166;25
350240;126;158;166;25
350241;104;130;137;25
350242;104;130;137;25
350243;139;174;183;25
350244;104;130;137;25
350245;215;269;;15
350246;215;269;;25
350259;242;302;;25
350260;190;238;;25
350261;221;276;;25
350262;242;302;;25
350263;242;302;;25
360010;71;89;;25
360010;71;89;;25
360011;57;71;;25
360012;71;89;;25
360013;37;46;;25
360015;39;49;;25
360017;44;55;;25
360018;65;81;;25
360018;65;81;;25
360018;65;81;;25
360020;57;71;;15
360022;28;35;;25
360023;71;89;;25
360024;39;49;;25
360025;57;71;;25
360026;58;72;;25
360027;41;51;;5
360028;46;58;;25
360030;53;66;;25
360031;34;42;;25
360032;44;55;;25
360032;44;55;;25
360034;29;36;;25
360035;55;69;;25
360035;45;56;;25
360036;58;72;;25
360037;18;22;;25
360038;27;34;;25
360039;40;50;;25
360040;34;42;;25
360042;37;46;;25
360043;39;49;;25
360044;77;96;;25
360047;129;161;137;15
360048;150;188;;25
360050;56;70;;5
360051;10;12;;25
360053;10;12;;25
360054;195;244;;15
360055;65;81;;15
360056;276;345;;25
360057;78;98;;25
360058;78;98;;25
360059;78;98;;25
360060;96;120;;25
360060;96;120;;25
360061;96;120;;25
360062;143;179;;25
360063;143;179;;25
360064;175;219;;25
360064;175;219;;25
360071;50;62;;25
360075;132;165;;25
360076;125;156;;25
360077;132;165;;25
360078;158;198;;25
360079;178;222;;15
360080;14;18;;25
360081;10;12;;25
360082;12;15;;25
360082;10;12;;25
360084;8;10;;25
360085;13;16;;25
360086;10;12;;25
360087;10;12;;25
360088;21;26;;25
360090;112;140;146;5
360091;202;252;;15
360092;159;199;;15
360093;198;248;;25
360094;428;535;;25
360095;86;108;;25
360096;111;139;;25
360097;86;108;;25
360098;122;152;;25
360100;6;8;10;25
360101;36;45;51;25
360102;71;89;;25
360103;29;36;;25
360104;23;29;;25
360105;65;81;;25
360106;76;95;;25
360107;82;102;;25
360108;24;30;;25
360110;29;36;;5
360111;136;170;;5
360112;36;45;51;25
360113;6;8;10;25
360114;88;110;126;25
360115;229;286;;25
360116;23;29;;25
360117;160;200;;5
360118;105;131;;25
360121;70;88;;25
360122;23;29;;25
360124;75;94;;25
360126;70;88;;25
360127;26;32;;25
360129;84;105;;5
360131;70;88;;25
360134;86;108;;25
360135;29;36;;25
360136;28;35;;25
360137;4;5;;25
360138;70;88;108;25
360139;63;79;84;25
360140;88;110;126;25
360141;55;69;74;25
360142;38;48;55;25
360143;63;79;84;25
360144;55;69;79;25
360145;6;8;10;25
360146;82;102;;5
360149;171;214;;25
360150;171;214;;15
360151;302;378;;5
360152;302;378;;5
360153;151;189;;25
360154;263;329;;25
360156;84;105;;15
360157;128;160;;25
360158;57;71;;25
360159;57;71;;25
360160;171;214;;25
360161;171;214;;25
360162;186;232;;25
360163;334;418;;25
360165;9;11;;15
360168;88;110;104;25
360169;40;50;;5
360170;61;76;86;15
360171;111;139;124;25
360172;402;502;;25
360174;121;151;135;25
360175;402;502;;25
360176;249;311;;25
360178;32;40;;25
360180;202;252;;5
360182;318;398;;25
360185;45;56;;25
360192;84;105;92;5
360193;336;420;;25
360194;42;52;;25
360195;88;110;;25
360197;38;48;;25
360198;158;198;;25
360199;332;415;;25
360201;116;145;;15
360202;116;145;;25
360204;52;65;;25
360205;65;81;;25
360206;140;175;;15
360207;170;212;;25
360208;170;212;;15
360209;170;212;;25
360210;289;361;;15
360211;289;361;;15
360212;402;502;;25
360213;202;252;;25
360214;204;255;;25
360215;204;255;;25
360216;204;255;;25
360217;318;398;;25
360218;74;92;;25
360219;74;92;;25
360220;74;92;;25
360221;74;92;;25
360222;74;92;;25
360223;116;145;;25
360224;116;145;;25
360225;116;145;;25
360226;116;145;;25
360227;116;145;;25
360228;116;145;;25
360229;148;185;;25
360230;176;220;;25
360231;140;175;;25
360232;140;175;;25
360233;147;184;;25
360234;219;274;;25
360235;219;274;;25
360236;219;274;;25
360237;219;274;;25
360238;219;274;;25
370018;207;259;;25
380010;256;320;327;15
380011;305;381;390;15
380012;427;534;570;15
380013;526;658;702;15
380014;526;658;702;5
380015;426;532;;15
380016;1187;1484;;25
380017;947;1184;1004;25
380018;361;451;;15
380021;859;1074;;15
380022;365;456;;5
380023;1015;1269;;5
380024;643;804;;15
380025;1615;2019;;15
380026;533;666;;15
380027;1379;1724;;25
380028;1301;1626;;15
380030;368;460;395;5
380031;627;784;;15
380032;521;651;;15
380033;642;802;;25
380034;85;106;92;25
380035;513;641;;25
380036;114;142;124;25
380037;353;441;;5
380038;674;842;;15
380039;840;1050;;5
380040;162;202;;25
380041;119;149;;25
380044;96;120;;25
380045;711;889;;25
380046;170;212;;25
380048;169;211;;25
380049;1733;2166;;25
380050;30;38;;25
380051;183;229;;25
380052;183;229;;25
380053;150;188;;25
380054;223;279;;25
380055;133;166;;25
380056;182;228;243;25
380057;222;278;;25
380058;222;278;;5
380059;221;276;;25
380060;207;259;241;25
380061;143;179;;25
380064;107;134;;25
380070;52;65;;25
380071;142;178;;5
380073;260;325;;25
380074;233;291;311;25
380075;52;65;;25
380076;52;65;;25
380078;304;380;;25
380079;143;179;;25
380080;1071;1339;;15
380081;1071;1339;;15
380082;234;292;;25
380083;176;220;;25
380084;176;220;;25
380088;163;204;;25
380089;141;176;;25
380090;141;176;;25
380092;184;230;;25
380093;80;100;;25
380094;228;285;285;5
380098;63;79;;25
380099;149;186;187;25
380100;129;161;162;25
380101;116;145;137;25
380102;116;145;137;25
380104;542;678;;5
380105;177;221;;25
380108;93;116;;25
380112;215;269;;25
380113;215;269;;15
380114;1002;1252;;25
380115;722;902;;15
380116;240;300;;25
380117;67;84;;25
380118;182;228;;5
380119;133;166;;25
380120;145;181;;25
380121;145;181;;15
380122;133;166;;25
380123;183;229;;25
380124;133;166;;25
380125;190;238;212;25
380126;190;238;212;25
380127;190;238;212;25
380128;422;528;;15
380129;968;1210;;5
380130;586;732;;5
380131;105;131;;25
380132;156;195;;25
380133;189;236;;25
380134;73;91;;25
380135;189;236;;25
380136;169;211;;25
380138;164;205;;25
380139;96;120;;25
380140;52;65;;25
380141;100;125;;25
380142;357;446;;15
380143;312;390;;15
380144;168;210;;25
380145;168;210;;25
380146;76;95;;25
380147;228;285;285;15
380148;176;220;221;25
380149;168;210;210;15
380150;99;124;124;25
380151;149;186;187;25
380152;65;81;82;25
380153;129;161;162;25
380154;154;192;;25
380155;174;218;;25
380156;142;178;;15
380157;53;66;;25
380158;151;189;;15
380159;146;182;;15
380160;737;921;;5
380161;819;1024;;5
380162;533;666;;25
380163;868;1085;;25
380164;868;1085;;25
380165;85;106;;25
380166;74;92;;25
380167;139;174;;25
380168;69;86;;25
380169;234;292;249;5
380170;213;266;284;25
380171;560;700;;25
380172;713;891;;25
380173;573;716;675;25
380174;150;188;;25
380175;197;246;;15
380176;197;246;;25
380177;197;246;;25
380178;218;272;243;25
380179;250;312;;25
380180;182;228;;25
380181;110;138;;25
380182;110;138;;15
380183;72;90;;25
380184;160;200;;15
380185;30;38;;25
380186;176;220;;25
380187;64;80;;25
380188;116;145;137;25
380189;149;186;187;25
380190;167;209;;25
380191;106;132;;25
380192;106;132;;5
380193;73;91;;25
380194;167;209;;25
380195;167;209;;5
380197;65;81;82;25
380198;190;238;;25
380199;205;256;266;5
380200;13194;16492;;15
410100;218;272;;25
410101;276;345;385;5
410102;385;481;;5
410105;114;142;;25
410106;203;254;;25
410107;203;254;;25
410108;114;142;;25
410109;136;170;;25
410110;136;170;;25
410111;130;162;184;15
410112;239;299;311;25
410114;239;299;311;25
410116;130;162;184;25
410117;239;299;311;25
410119;239;299;311;25
410121;130;162;184;25
410122;239;299;311;25
410125;239;299;311;25
410128;239;299;311;25
410129;130;162;184;25
410130;239;299;311;25
410132;239;299;311;25
410134;239;299;311;25
410136;239;299;311;25
410138;76;95;100;25
410139;155;194;197;25
410140;307;384;342;25
410144;114;142;145;5
410145;145;181;;15
410146;375;469;479;5
410148;145;181;;5
410150;203;254;;25
410151;343;429;;25
410153;343;429;;25
410154;203;254;;15
410156;203;254;;25
410158;203;254;;25
410161;343;429;;25
410164;343;429;;25
410169;55;69;;25
410170;131;164;;25
410171;55;69;;25
410172;131;164;;5
410173;118;148;;25
410174;37;46;;25
410175;50;62;;25
410176;39;49;;25
410177;26;32;;25
410179;294;368;346;25
410180;191;239;232;15
410181;146;182;;25
410182;141;176;;25
410183;141;176;;25
410184;146;182;;25
410186;31;39;;25
410187;67;84;;25
410188;74;92;96;5
410190;30;38;;25
410193;26;32;;25
410194;93;116;;25
410195;93;116;;25
410207;349;436;485;25
410208;521;651;734;25
410210;684;855;964;25
410211;349;436;485;25
410212;521;651;734;25
410213;1172;1465;;15
410214;1172;1465;;5
410215;283;354;394;25
410216;349;436;485;25
410217;283;354;394;25
410218;349;436;485;25
410219;521;651;734;5
410220;684;855;964;15
410221;283;354;394;25
410222;349;436;485;25
410223;349;436;485;25
410224;684;855;964;5
410226;521;651;734;5
410227;283;354;394;25
410228;349;436;485;25
410229;216;270;288;25
410230;349;436;485;25
410231;199;249;;25
410232;684;855;964;5
410234;216;270;288;25
410235;349;436;485;25
410236;199;249;;25
410237;216;270;288;25
410238;349;436;485;25
410239;521;651;734;25
410240;684;855;964;15
410242;349;436;485;25
410243;684;855;964;15
410244;243;304;286;25
410245;349;436;485;25
410246;521;651;734;25
410248;684;855;964;25
410249;983;1229;1366;25
410250;1978;2472;;15
410252;1978;2472;;25
410253;243;304;286;25
410254;349;436;485;25
410255;521;651;734;25
410257;684;855;964;25
410258;81;101;90;25
410259;521;651;734;25
410260;81;101;90;25
410261;243;304;286;25
410262;349;436;485;25
410263;521;651;734;25
410265;624;780;;5
410268;227;284;413;25
410269;227;284;413;25
410270;227;284;413;25
410271;612;765;;25
410273;789;986;;25
410274;36;45;63;25
410275;137;171;237;25
410276;239;299;413;15
410278;137;171;237;25
410279;409;511;;25
410280;612;765;;25
410282;789;986;;25
410283;137;171;237;25
410284;26;32;38;25
410287;89;111;126;25
410288;166;208;238;25
410290;341;426;488;25
410291;89;111;126;25
410292;236;295;;25
410293;272;340;389;25
410294;341;426;488;25
410295;101;126;;25
410296;236;295;;25
410298;386;482;;25
410299;138;172;198;25
410304;181;226;;25
410306;263;329;;25
410308;429;536;;25
410309;722;902;;25
410311;1179;1474;;25
410312;263;329;;25
410314;429;536;;25
410315;722;902;;25
410317;172;215;;25
410319;181;226;;25
410321;128;160;;25
410322;128;160;;25
410327;160;200;200;25
410336;160;200;200;5
410339;31;39;;25
410340;213;266;;25
410342;31;39;;25
410344;331;414;;25
410345;599;749;;15
410346;331;414;;25
410347;627;784;;25
410348;627;784;;25
410349;627;784;;25
410350;627;784;;25
410351;331;414;;25
410352;627;784;;25
410353;842;1052;;25
410357;403;504;;25
410358;447;559;;25
410359;447;559;;25
410360;660;825;;15
410362;447;559;;15
410363;447;559;;15
410365;403;504;;25
410370;64;80;;25
410370;64;80;;25
410372;215;269;;5
410373;215;269;;15
410377;278;348;387;25
410378;387;484;538;25
410380;278;348;387;25
410381;387;484;538;25
410383;163;204;195;25
410384;301;376;386;25
410386;446;558;538;25
410387;634;792;746;25
410388;1055;1319;;5
410389;1055;1319;;15
410390;163;204;195;25
410391;301;376;386;25
410393;446;558;538;25
410394;634;792;746;5
410396;82;102;94;25
410397;163;204;195;15
410398;301;376;386;25
410401;163;204;195;25
410402;301;376;386;25
410405;163;204;195;25
410406;301;376;386;25
410408;446;558;538;25
410409;39;49;;15
410410;39;49;;15
410412;210;262;;15
410417;840;1050;;25
410418;840;1050;;25
410420;840;1050;;15
410422;570;712;;25
410423;570;712;;25
410425;570;712;;25
410426;570;712;;15
410427;570;712;;25
410427;570;712;;25
410429;570;712;;25
410430;1098;1372;;5
410431;2222;2778;;15
410432;570;712;;25
410434;570;712;;25
410435;840;1050;;15
410436;570;712;;25
410437;2222;2778;;15
410438;570;712;;25
410441;98;122;;25
410443;223;279;;25
410444;223;279;;25
410445;294;368;;25
410447;315;394;;25
410448;31;39;47;25
410449;360;450;546;25
410450;27;34;41;25
410451;185;231;;25
410452;207;259;319;25
410454;542;678;;15
410455;315;394;;25
410457;121;151;187;25
410457;107;134;165;15
410458;207;259;319;25
410462;263;329;;25
410466;961;1201;1068;25
410467;57;71;;25
410468;961;1201;1068;5
410469;57;71;;25
410470;210;262;;25
410471;559;699;788;25
410474;428;535;603;15
410475;229;286;319;25
410476;289;361;402;25
410477;428;535;603;25
410478;229;286;319;25
410479;289;361;402;25
410480;428;535;603;15
410481;182;228;243;25
410482;289;361;402;25
410484;559;699;788;15
410485;182;228;243;25
410486;289;361;402;25
410487;428;535;603;15
410488;503;629;709;5
410489;559;699;788;15
410490;289;361;402;25
410491;428;535;603;25
410492;210;262;234;25
410494;515;644;;5
410495;428;535;603;25
410496;76;95;;25
410497;559;699;788;25
410499;210;262;234;25
410500;277;346;402;5
410503;559;699;788;25
410504;782;978;1057;5
410505;221;276;321;25
410506;277;346;402;5
410508;1059;1324;;25
410509;210;262;234;25
410511;428;535;603;25
410513;559;699;788;25
410514;91;114;;25
410515;277;346;402;5
410516;428;535;603;25
410520;395;494;494;25
410523;113;141;;25
410524;35;44;;25
410525;35;44;;25
410526;35;44;;25
410527;35;44;;25
410528;64;80;;25
410529;10;12;;25
410540;13;16;;25
410542;17;21;;25
430100;234;292;275;15
430101;342;428;400;5
430102;219;274;;25
430104;290;362;;5
430105;79;99;;25
430106;784;980;;25
430107;1128;1410;;15
430109;218;272;;25
430110;218;272;;25
430111;218;272;;25
430113;195;244;;5
430114;84;105;;25
430115;152;190;;25
430116;84;105;;25
430117;131;164;;25
430118;152;190;;25
430121;224;280;;25
430124;152;190;;15
430126;84;105;;25
430127;131;164;;25
430128;152;190;;25
430130;152;190;;25
430131;152;190;;25
430132;152;190;;25
430134;188;235;;25
430135;174;218;;25
430136;130;162;;15
430138;210;262;;25
430139;210;262;;25
430140;475;594;;25
430141;64;80;;25
430142;64;80;;25
430144;98;122;;25
430145;98;122;;5
430148;54;68;;25
430149;453;566;550;25
430153;502;628;773;15
430154;632;790;973;25
430155;824;1030;1268;25
430158;355;444;547;25
430159;502;628;773;15
430160;824;1030;1268;15
430163;427;534;;15
430166;427;534;;15
430170;325;406;;25
430172;1022;1278;;5
430174;210;262;;25
430175;330;412;;25
430179;60;75;93;25
430180;157;196;;25
430181;157;196;;25
430187;165;206;;25
430188;60;75;93;25
430189;101;126;158;25
430190;60;75;93;25
430191;101;126;158;25
430192;165;206;;25
430193;48;60;;25
430194;60;75;85;25
430195;34;42;48;25
430196;85;106;;25
430200;48;60;;25
430201;60;75;85;25
430202;48;60;;25
430205;70;88;;5
430206;168;210;239;5
430207;171;214;266;15
430209;199;249;315;15
430210;159;199;251;15
430214;724;905;;5
430216;107;134;;25
430217;68;85;90;25
430218;119;149;153;25
430219;68;85;90;25
430220;107;134;126;25
430222;68;85;90;25
430223;107;134;126;25
430225;152;190;;25
430226;152;190;;25
430227;579;724;;25
430229;152;190;;25
430230;152;190;;25
430231;68;85;90;25
430233;107;134;126;25
430234;119;149;153;25
430235;68;85;90;25
430236;107;134;126;25
430237;119;149;153;25
430238;93;116;;25
430239;93;116;;25
430240;43;54;;25
430241;35;44;44;25
430242;77;96;;15
430243;43;54;;25
430244;77;96;;25
430245;43;54;;25
430249;99;124;156;5
430252;77;96;91;25
430254;42;52;49;25
430255;77;96;91;25
430258;77;96;91;25
430261;50;62;;15
430262;50;62;;25
430264;153;191;;25
430265;85;106;;25
430268;85;106;;25
430269;153;191;;25
430270;60;75;93;25
430271;33;41;50;25
430272;60;75;93;25
430273;33;41;50;25
430274;60;75;93;25
430275;33;41;50;25
430276;33;41;50;25
430278;60;75;93;25
430279;33;41;50;25
430280;60;75;93;25
430281;33;41;50;25
430282;60;75;93;25
430284;223;279;;5
430285;124;155;;15
430286;342;428;431;25
430287;307;384;362;25
430288;180;225;;25
430289;164;205;;25
430290;130;162;;5
430291;1235;1544;;15
430292;81;101;;25
430293;88;110;;25
430294;88;110;;25
430295;250;312;;25
430296;250;312;;15
430297;141;176;;25
430301;280;350;;25
430303;150;188;;25
430304;28;35;;25
430305;30;38;;25
430306;140;175;;5
430307;128;160;;25
430308;190;238;;5
430309;27;34;;25
430310;78;98;90;25
430311;436;545;510;25
430312;61;76;;25
430313;114;142;;25
430314;230;288;;25
430316;83;104;;25
430317;53;66;;25
430318;115;144;;25
430319;138;172;;25
430320;127;159;;5
430324;129;161;;25
430325;278;348;327;25
430326;307;384;360;25
430327;129;161;;25
430328;79;99;;25
430333;93;116;;25
430335;162;202;;25
430336;329;411;387;25
430337;238;298;;15
430338;285;356;335;25
430339;25;31;45;25
430340;30;38;47;25
430341;46;58;;25
430342;250;312;;5
430343;52;65;;25
430344;30;38;;25
430345;30;38;;25
430346;30;38;;25
430347;52;65;;25
430348;53;66;;25
430349;73;91;98;25
430350;129;161;172;25
430351;73;91;98;25
430353;129;161;172;25
430354;129;161;172;25
430355;129;161;172;5
430356;129;161;172;25
430361;159;199;;5
430363;159;199;;25
430364;159;199;;25
430366;46;58;;25
430367;54;68;;25
430368;54;68;;25
430369;46;58;;25
430370;54;68;;25
430372;54;68;;25
430374;149;186;199;25
430377;149;186;199;25
430378;149;186;199;25
430379;149;186;199;25
430380;149;186;199;25
430382;114;142;;25
430384;114;142;;25
430385;249;311;;25
430387;410;512;;25
430388;369;461;;25
430389;513;641;;25
430391;167;209;;25
430392;167;209;;25
430393;167;209;;25
430395;74;92;;25
430396;54;68;;25
430397;54;68;;5
430398;68;85;;25
430399;68;85;;25
430400;68;85;;25
430401;68;85;;25
430402;68;85;;25
430404;89;111;;25
430405;89;111;;25
430406;89;111;;25
430407;97;121;;25
430409;160;200;;15
430410;179;224;;25
430411;198;248;;25
430413;110;138;;25
430414;1158;1448;1309;25
430416;194;242;259;25
430419;172;215;210;25
430420;46;58;;25
430421;206;258;;5
430422;202;252;;25
430424;1152;1440;;15
430425;724;905;;15
430426;2708;3385;;15
430427;287;359;;25
430430;320;400;;5
430431;157;196;200;5
430432;84;105;;25
430433;125;156;;25
430435;92;115;;25
430437;174;218;;25
430440;139;174;;25
430441;221;276;;25
430444;274;342;322;15
430445;246;308;285;25
430446;246;308;288;25
430447;337;421;395;25
430448;195;244;239;25
430451;153;191;;25
430452;153;191;;25
430454;153;191;;25
430455;260;325;;25
430456;153;191;;25
430457;286;358;;15
430458;286;358;;25
430459;180;225;;15
430460;46;58;;25
430461;58;72;;25
430462;202;252;;25
430465;287;359;;5
430468;159;199;;25
430470;159;199;;25
430471;124;155;;25
430472;159;199;;25
430474;159;199;;25
430475;159;199;;25
430476;159;199;;5
430477;124;155;;25
430480;198;248;;25
430486;177;221;;15
430487;100;125;;25
430488;100;125;;25
430489;140;175;;25
430490;140;175;;25
430491;140;175;;25
430492;238;298;;25
430493;140;175;;25
430494;140;175;;15
430495;238;298;;15
430496;51;64;;25
430497;51;64;;25
430498;51;64;;25
430500;827;1034;;25
430501;223;279;;25
430503;167;209;;15
430504;220;275;;5
430505;196;245;;5
430506;139;174;149;5
430507;156;195;191;5
430508;82;102;;25
430509;97;121;;25
430511;459;574;580;5
430512;137;171;;25
430513;179;224;;25
430514;196;245;;15
430515;195;244;239;25
430516;139;174;182;15
430520;260;325;;25
430521;153;191;;25
430522;260;325;;25
440100;89;111;;25
440101;46;58;;25
440103;156;195;;25
440104;156;195;;25
440105;156;195;;25
440106;169;211;;25
440107;176;220;;25
440108;108;135;;25
440109;142;178;;25
440111;205;256;290;25
440112;65;81;;25
440113;56;70;;25
440114;65;81;;25
440115;79;99;;25
440118;125;156;;25
440119;223;279;;25
440120;136;170;;15
440121;107;134;;25
440122;136;170;;25
440123;35;44;;25
440124;35;44;;25
440125;29;36;;25
440126;48;60;;25
440127;48;60;;25
440128;47;59;;25
440129;188;235;;25
440130;211;264;;25
440131;301;376;;25
440132;240;300;;25
440133;172;215;;25
440134;254;318;;25
440135;240;300;;25
440136;226;282;;25
440137;138;172;;25
440138;46;58;;25
440139;86;108;;25
440140;86;108;;25
440141;138;172;;25
440142;116;145;;25
440143;210;262;;25
440144;210;262;;5
440145;55;69;;25
440146;195;244;;25
440147;240;300;;25
440148;177;221;;25
440149;118;148;;25
440150;82;102;;25
440151;82;102;;25
440152;210;262;;25
450101;112;140;;5
450102;175;219;;15
450103;175;219;;5
450104;175;219;;15
450105;142;178;;5
450106;62;78;;25
450108;307;384;;15
450109;140;175;;25
450111;79;99;;25
450114;79;99;;25
450117;140;175;;15
450118;79;99;;25
450119;197;246;;15
450120;79;99;;25
450121;307;384;;15
450123;97;121;;15
450128;180;225;;5
450129;103;129;;5
450130;142;178;;15
450131;103;129;;15
450132;103;129;;5
450145;152;190;;25
450146;205;256;;5
450147;79;99;;25
450148;628;785;;25
450149;628;785;;25
450150;194;242;;25
450151;628;785;;25
450152;169;211;;25
450156;172;215;;25
450157;172;215;;25
450158;172;215;;25
450159;114;142;;25
450161;49;61;;25
450162;49;61;;25
450163;49;61;;25
450164;49;61;;25
450165;89;111;;25
450166;40;50;;25
450167;40;50;;25
450168;40;50;;25
450170;40;50;;25
450171;191;239;;25
450172;91;114;;15
450173;65;81;;25
450174;51;64;;25
450175;51;64;;25
450176;151;189;;25
450177;151;189;;5
450178;151;189;;25
450179;151;189;;25
460104;236;295;;25
460105;247;309;;25
460106;138;172;;25
460107;229;286;;25
460108;269;336;;15
460109;136;170;;25
460110;293;366;;25
460111;269;336;;15
460112;236;295;;25
460114;177;221;;25
460115;220;275;;25
460116;220;275;;25
460117;360;450;;25
460119;320;400;;25
460120;150;188;;25
460121;245;306;;25
460123;25;31;;25
460124;134;168;;25
460125;205;256;;25
460126;234;292;;25
460127;260;325;;25
460128;113;141;;25
460129;122;152;;25
460130;281;351;;25
460131;80;100;;25
460138;206;258;;25
460139;193;241;;25
460141;139;174;;25
460143;185;231;;15
460144;183;229;;25
460146;103;129;;25
460147;234;292;;25
460148;157;196;;25
460149;133;166;;25
460150;103;129;;15
460152;37;46;;25
460153;23;29;;25
460154;33;41;;25
460155;56;70;;25
460158;171;214;;25
460159;133;166;;25
460160;94;118;;25
460161;138;172;;25
460162;137;171;;25
460163;151;189;;25
460164;137;171;;25
460166;76;95;;25
460167;144;180;;25
460168;96;120;;25
460170;123;154;;25
460171;129;161;;25
460174;164;205;;25
460175;130;162;;25
460178;25;31;;25
460180;95;119;;25
460181;171;214;;25
460182;86;108;;25
460183;66;82;;25
460184;283;354;;15
460185;212;265;;25
460186;390;488;;25
460187;320;400;;25
460188;211;264;;25
460189;253;316;;25
460190;64;80;;25
460191;44;55;;25
460192;52;65;;25
460193;87;109;;25
460194;141;176;;25
460195;220;275;;25
460196;180;225;;25
460197;143;179;;25
460199;181;226;;25
460201;67;84;;25
460202;82;102;;25
460203;92;115;;25
460204;56;70;;25
460206;148;185;;25
460207;53;66;;25
460208;55;69;;25
460209;70;88;;25
460210;70;88;;25
460211;48;60;;25
460212;48;60;;25
460213;115;144;;25
460214;202;252;;25
460215;15;19;;25
460216;57;71;;25
460218;195;244;;25
460219;81;101;;25
460220;21;26;;25
460221;63;79;;25
460222;12;15;;25
460224;60;75;;25
460225;47;59;;25
460226;228;285;;25
460227;265;331;;15
460228;214;268;;25
460230;225;281;;25
460231;77;96;;25
460232;127;159;;15
460233;53;66;;25
460236;561;701;;5
460237;131;164;;25
460238;1262;1578;;25
460239;277;346;;5
460240;107;134;126;25
460244;107;134;;15
460248;100;125;;25
460249;150;188;;15
460251;126;158;;25
460254;343;429;;25
460255;343;429;;25
460257;165;206;;25
460259;181;226;;25
460260;983;1229;1366;25
460261;154;192;175;25
460262;521;651;734;25
460263;559;699;788;5
460266;331;414;;25
460268;35;44;;25
460270;41;51;;25
460271;570;712;;25
460272;570;712;;25
460274;153;191;;25
460276;114;142;;25
460277;114;142;;25
460278;69;86;;25
460279;69;86;;25
460280;69;86;;25
460281;69;86;;25
460282;100;125;;25
460283;349;436;485;25
460284;131;164;;25
460285;131;164;;25
460286;84;105;;25
460287;145;181;;15
460288;141;176;;15
460289;84;105;;25
460290;84;105;;25
460291;114;142;;25
460292;108;135;;25
460293;632;790;973;25
460294;677;846;;25
460295;140;175;;25
460296;100;125;;25
460297;182;228;289;15
460298;60;75;93;25
460299;189;236;295;15
460300;101;126;158;25
460301;34;42;48;25
460302;85;106;;25
460303;157;196;;25
460304;92;115;;25
460305;42;52;49;25
460306;42;52;49;25
460307;42;52;49;25
460308;175;219;;5
460309;142;178;;5
460310;65;81;;25
460311;151;189;;25
460312;49;61;;25
460313;119;149;;25
460314;129;161;;25
460315;78;98;;25
460316;120;150;;25
460317;53;66;;25
460318;21;26;;25
460319;98;122;;25
460320;166;208;;5
460322;130;162;184;25
460323;77;96;98;25
460324;130;162;184;25
460325;130;162;184;5
460326;130;162;184;25
460327;130;162;184;25
460328;130;162;184;25
460329;130;162;184;25
460330;130;162;184;25
460331;203;254;;25
460332;203;254;;25
460333;343;429;;25
460334;203;254;;25
460335;203;254;;25
460336;203;254;;25
460337;203;254;;25
460338;203;254;;25
460339;203;254;;15
460340;203;254;;25
460341;84;105;;25
460342;25;31;;25
460343;25;31;;25
460344;23;29;;25
460345;403;504;;25
460346;301;376;;5
460347;113;141;;25
460348;84;105;99;25
460349;84;105;99;25
460350;84;105;99;25
460351;283;354;394;25
460353;515;644;;15
460356;347;434;;15
460357;76;95;;25
460358;84;105;99;25
460359;83;104;;25
460360;49;61;85;25
460361;49;61;85;25
460362;54;68;84;25
460363;47;59;;25
460364;47;59;;25
460365;31;39;47;25
460366;31;39;45;25
460367;31;39;45;25
460368;26;32;38;25
460369;31;39;45;25
460370;27;34;41;25
460371;31;39;;25
460372;340;425;;15
460373;403;504;;25
460374;91;114;;5
460375;117;146;;15
460376;331;414;;25
460377;331;414;;25
460378;142;178;195;25
460380;301;376;386;25
460381;42;52;48;25
460382;41;51;;25
460383;41;51;;25
460384;35;44;;25
460385;44;55;;25
460386;210;262;234;25
460387;57;71;;25
460388;110;138;;15
460389;676;845;;5
460390;79;99;;25
460391;209;261;;25
460392;83;104;;25
460393;114;142;;25
460394;323;404;;25
460395;97;121;;25
460396;97;121;;25
460397;97;121;;25
460398;86;108;;25
460399;68;85;;25
460400;37;46;;25
460401;361;451;425;25
460403;345;431;405;25
460404;363;454;426;25
460405;138;172;;15
460406;77;96;;5
460407;356;445;;25
460408;260;325;;15
460409;260;325;;25
460410;260;325;;5
460411;153;191;;25
460412;104;130;;25
460413;132;165;;15
460414;106;132;;15
460416;331;414;;25
460417;41;51;;25
