"Артикул";"Цена_Трансазия";"Цена_Розничная";"Перечеркнутая цена";"Оценка товарного запаса"
570179;385;481;;25
570180;244;305;;25
570181;268;335;353;25
570182;268;335;353;25
570183;268;335;353;25
570184;268;335;353;25
570185;268;335;353;25
570186;268;335;353;25
570187;268;335;353;25
570188;268;335;353;25
570189;268;335;353;25
570190;311;389;;25
570191;311;389;;15
570192;311;389;;25
570193;311;389;;15
570194;311;389;;15
570195;261;326;;25
570196;261;326;;25
570197;261;326;;15
570198;365;456;;5
570199;365;456;;25
570200;365;456;;15
570201;311;389;;5
570202;365;456;;25
570203;311;389;;25
570204;365;456;;5
570205;365;456;;5
570206;111;139;148;25
570207;259;324;;5
570208;286;358;;25
570209;385;481;;25
570210;366;458;;25
570211;380;475;;15
570212;476;595;;25
570213;421;526;;25
570214;98;122;;25
570215;134;168;;15
570216;102;128;;25
570217;98;122;;25
570218;323;404;425;25
570219;298;372;393;15
570220;131;164;173;25
570221;323;404;425;25
570222;131;164;173;25
570223;1265;1581;;5
570224;219;274;;25
570225;94;118;;25
570226;478;598;;25
570227;154;192;;25
570228;757;946;;15
570229;154;192;;25
570230;183;229;;25
570231;154;192;;25
570232;196;245;;25
570233;287;359;;15
570234;770;962;1247;5
570235;397;496;;15
570236;398;498;;15
570237;306;382;403;25
570238;176;220;;15
570239;947;1184;;15
570240;1925;2406;;15
570241;160;200;;15
570242;213;266;281;25
570243;252;315;332;25
570244;56;70;;25
570245;665;831;;15
570246;955;1194;;5
570247;134;168;;25
570248;147;184;;25
570249;134;168;;25
570250;134;168;;15
570251;134;168;;25
570252;98;122;;25
570253;109;136;;25
570255;139;174;183;25
570256;139;174;183;25
570257;148;185;;25
610011;77;96;98;5
610012;97;121;116;5
610019;19;24;26;15
610020;42;52;60;15
610023;14;18;20;15
610024;41;51;53;5
610027;258;322;271;5
610031;809;1011;1015;5
610036;70;88;106;15
610039;75;94;102;15
610040;64;80;101;5
610042;74;92;106;5
610044;72;90;92;15
610045;31;39;77;15
610047;65;81;91;25
610048;55;69;77;25
610049;36;45;91;15
610051;49;61;55;5
610059;36;45;55;15
610062;29;36;48;25
610063;35;44;55;25
610065;199;249;267;5
610070;1299;1624;1893;5
610072;1332;1665;1893;5
610074;3125;3906;4667;5
610076;928;1160;1633;5
610077;1029;1286;1423;15
610079;1195;1494;3405;5
610085;670;838;1325;25
610087;1129;1411;1368;5
610091;1090;1362;1344;5
610093;240;300;349;5
610096;1799;2249;2351;5
610097;527;659;1034;15
610100;3859;4824;5261;15
610101;841;1051;1216;15
610104;3909;4886;4472;5
610109;51;64;71;25
610110;71;89;;5
610111;1157;1446;1310;5
610113;1179;1474;1389;15
610119;1947;2434;;25
610120;1960;2450;;25
610121;1958;2448;;25
610128;76;95;90;15
610129;228;285;269;25
610130;76;95;90;15
610131;228;285;269;15
610132;365;456;;25
610133;24;30;;25
610134;24;30;;25
610137;2639;3299;4649;15
610149;563;704;884;5
610158;599;749;1005;5
610159;269;336;304;5
610160;679;849;1044;15
610164;1149;1436;1225;5
610167;1099;1374;1165;5
610169;1079;1349;1244;5
610170;1180;1475;1303;5
610171;115;144;137;15
610172;115;144;137;15
610174;67;84;76;15
610177;63;79;76;15
610178;51;64;63;15
610179;51;64;63;25
610181;1237;1546;;15
610182;2377;2971;;15
610184;928;1160;;25
610185;2079;2599;;15
610187;1498;1872;;25
610188;6659;8324;;25
610189;1448;1810;;25
610190;2786;3482;;25
610192;7003;8754;;15
610193;1515;1894;;25
610195;7809;9761;;25
610196;1118;1398;;25
610197;2192;2740;;15
610199;6939;8674;;15
610200;1478;1848;;15
610202;7004;8755;;15
610203;1505;1881;;15
610205;1237;1546;1321;25
610206;2395;2994;2522;25
610209;1328;1660;;25
610210;2289;2861;;15
610211;1352;1690;;15
610213;6210;7762;;5
610214;1368;1710;;25
610216;5975;7469;6906;5
610217;1496;1870;;15
610219;6659;8324;;15
610220;1448;1810;;25
610221;2848;3560;;25
610224;5421;6776;;5
610225;6221;7776;;5
610226;1352;1690;;15
610228;334;418;;25
610229;6069;7586;6766;15
610230;1448;1810;;25
610231;2786;3482;;15
610232;6221;7776;;15
610233;1368;1710;;25
610234;2623;3279;;15
610236;4837;6046;;15
610237;2072;2590;;15
610238;6309;7886;;25
610239;1359;1699;;25
610240;2623;3279;;15
610242;7577;9471;8444;15
610243;1209;1511;;25
610244;2326;2908;;5
610246;1498;1872;;25
610248;6069;7586;6766;5
610249;1448;1810;;25
610251;5539;6924;;25
610252;1209;1511;;25
610253;2326;2908;;25
610255;1515;1894;;25
610257;5119;6399;6026;25
610258;1219;1524;1321;25
610259;2308;2885;2522;25
610261;6419;8024;6766;25
610262;1408;1760;1478;25
610265;6628;8285;;15
610266;1353;1691;1478;25
610267;3006;3758;;25
610270;6659;8324;;5
610271;1326;1658;1478;5
610274;1266;1582;;25
610276;1448;1810;;5
610277;255;319;301;25
610281;4049;5061;;5
610282;2139;2674;;15
610283;1949;2436;;15
610286;1399;1749;;25
610288;1965;2456;;25
610290;1819;2274;;25
610292;1913;2391;;25
610294;1957;2446;;25
610296;2338;2922;2469;25
610299;1931;2414;;25
610301;6359;7949;;15
610302;1075;1344;;25
610303;2359;2949;;25
610306;1918;2398;;25
610307;3391;4239;;15
610309;1954;2442;;25
610311;1917;2396;;25
610313;1398;1748;;15
610314;6199;7749;;15
610315;1093;1366;;25
610317;1085;1356;;25
610319;1347;1684;1490;25
610322;2346;2932;;25
610324;1218;1522;;25
610325;2649;3311;;25
610327;4798;5998;5211;25
610330;6219;7774;;25
610331;1049;1311;;25
610332;2284;2855;;25
610335;1048;1310;;25
610336;2359;2949;;15
610338;1142;1428;;25
610340;5404;6755;;15
610341;72;90;;5
610342;72;90;;25
610343;72;90;;25
610344;72;90;;25
610345;72;90;;25
610346;58;72;;25
610347;115;144;;25
610348;58;72;;25
610350;58;72;;25
610352;14;18;;25
610353;14;18;;25
610354;14;18;;25
610355;14;18;;25
610356;14;18;;25
610357;14;18;;25
610358;14;18;;25
610360;32;40;;25
610361;32;40;;25
610362;32;40;;25
610363;32;40;;25
610364;24;30;;25
610365;24;30;;25
610366;24;30;;25
610367;24;30;;25
610368;24;30;;25
610369;24;30;;25
610370;75;94;89;15
610371;75;94;89;5
610372;70;88;83;25
610373;28;35;;25
610374;28;35;;25
610375;28;35;;25
610376;28;35;;25
610377;39;49;;25
610378;39;49;;25
610379;39;49;;25
610380;39;49;;25
610382;39;49;;25
610383;19;24;;5
610384;19;24;;25
610385;19;24;;25
610386;19;24;;25
610387;28;35;;25
610388;28;35;;25
610389;28;35;;25
610390;28;35;;25
610391;28;35;;25
610392;28;35;;25
610393;28;35;;25
610394;28;35;;25
610395;28;35;;15
610396;28;35;;25
610397;28;35;;25
610398;21;26;;25
610399;21;26;;25
610400;21;26;;25
610401;21;26;;25
610402;21;26;;25
610403;21;26;;25
610404;21;26;;25
610405;21;26;;25
610406;21;26;;25
610407;21;26;;25
610409;21;26;;25
610410;21;26;;25
610411;21;26;;15
610412;21;26;;25
610413;21;26;;25
610414;21;26;;5
610415;21;26;;25
610416;21;26;;15
610419;21;26;;25
610420;21;26;;25
610421;21;26;;25
610422;21;26;;15
610423;21;26;;25
610424;21;26;;25
610425;287;359;;25
610426;275;344;;25
610427;253;316;275;25
610435;76;95;90;25
610436;228;285;269;25
610437;67;84;;25
610438;201;251;;25
610439;365;456;;25
610440;67;84;;25
610443;67;84;;25
610444;201;251;;25
610445;201;251;;25
610446;365;456;;25
610448;67;84;;25
610454;1042;1302;;25
610455;88;110;;25
610458;396;495;428;25
610459;986;1232;1042;5
610460;986;1232;1042;5
610461;986;1232;1042;25
610465;418;522;;25
610468;141;176;;5
610477;26;32;;15
610478;26;32;;25
610479;50;62;;25
610481;101;126;;25
610482;50;62;;25
610483;50;62;;25
610484;50;62;;25
610485;41;51;;25
610486;41;51;;5
610487;41;51;;25
610488;41;51;;25
610490;97;121;;5
610494;105;131;;5
610495;99;124;114;5
610496;88;110;;15
610497;833;1041;;25
610498;246;308;;25
610499;428;535;;25
610500;706;882;;15
610501;917;1146;;5
610502;2115;2644;;5
610504;198;248;395;25
610506;191;239;302;25
610508;317;396;;5
610509;1110;1388;;5
610510;279;349;;5
610511;2535;3169;;15
610516;869;1086;1110;15
610519;352;440;446;25
610520;289;361;411;15
610525;99;124;152;25
610526;145;181;228;15
610527;228;285;;5
610528;484;605;;25
610529;179;224;280;15
610532;94;118;;5
610534;195;244;294;25
610536;123;154;157;5
610542;275;344;;25
610544;365;456;;25
610547;232;290;;5
610548;6118;7648;;15
610549;2587;3234;;25
610550;1026;1282;;15
610551;70;88;83;15
610552;404;505;428;15
610553;428;535;;15
610554;396;495;428;25
610555;396;495;428;25
610556;50;62;;25
620011;69;86;84;5
620013;70;88;85;5
620017;844;1055;1352;15
620033;93;116;114;15
620035;28;35;;25
620036;28;35;;25
620037;3047;3809;7552;5
620040;3159;3949;5042;15
620042;346;432;477;5
620046;3966;4958;5501;5
620049;639;799;1027;15
620050;659;824;1073;5
620051;1387;1734;1697;5
620055;479;599;527;5
620056;209;261;532;5
620061;638;798;1707;5
620065;504;630;593;25
620069;141;176;166;25
620070;18;22;;25
620071;18;22;;25
620074;2668;3335;3738;5
620081;869;1086;1289;5
620082;2139;2674;2494;5
620083;928;1160;1309;5
620084;1834;2292;2631;5
620087;1169;1461;1309;5
620090;1169;1461;1247;5
620092;999;1249;1225;5
620093;2929;3661;3232;5
620095;75;94;218;15
620097;1452;1815;;25
620098;4597;5746;;5
620099;4123;5154;4597;5
620100;1452;1815;;15
620101;3699;4624;;25
620102;3899;4874;;25
620103;1463;1829;;5
620104;856;1070;;15
620105;3062;3828;;5
620106;929;1161;;15
620107;5843;7304;;5
620108;1367;1709;;15
620109;1022;1278;;25
620112;263;329;;25
620113;1882;2352;;25
620114;353;441;;25
620115;859;1074;929;25
620116;1454;1818;;25
620117;1195;1494;;25
620118;428;535;;25
620119;324;405;;25
620120;819;1024;;25
620121;1549;1936;;5
620123;645;806;697;25
620124;1279;1599;;25
620126;299;374;;25
620127;1348;1685;1452;5
620128;3963;4954;;5
620129;4608;5760;;5
620131;4938;6172;;5
620132;1525;1906;;15
620133;3869;4836;4397;25
620134;1308;1635;;25
620135;4244;5305;4870;25
620136;1226;1532;1367;15
620137;4668;5835;;25
620138;1367;1709;;25
620139;4597;5746;;5
620140;2334;2918;;5
620141;4129;5161;4596;5
620142;1373;1716;;5
620143;4938;6172;;5
620144;1525;1906;;15
620145;1525;1906;;15
620149;1319;1649;1556;5
620150;4508;5635;4737;25
620151;4388;5485;4988;5
620152;1196;1495;;15
620153;5592;6990;;15
620154;1342;1678;;15
620155;5724;7155;;5
620158;1342;1678;;15
620162;4971;6214;;5
620163;4684;5855;;25
620164;1151;1439;;25
620165;5165;6456;;5
620166;3839;4799;;5
620167;1409;1761;;25
620169;1304;1630;;15
620170;5734;7168;;5
620171;1365;1706;;25
620172;829;1036;883;5
620173;1498;1872;1598;15
620174;798;998;867;25
620175;1555;1944;1721;25
620176;2767;3459;3150;25
620182;1988;2485;;25
620184;957;1196;;25
620186;1715;2144;;5
620187;839;1049;;25
620189;3785;4731;;5
620192;2540;3175;;5
620194;4914;6142;;5
620195;1497;1871;;25
620196;4979;6224;5461;15
620197;1533;1916;1688;15
620198;4316;5395;4641;15
620199;1770;2212;;25
620200;485;606;532;25
620201;1414;1768;;15
620202;3559;4449;3837;15
620203;792;990;;25
620204;291;364;;25
620205;890;1112;;25
620207;324;405;;25
620208;856;1070;;25
620209;1427;1784;1541;15
620210;3734;4668;;15
620212;2420;3025;;15
620213;5684;7105;;5
620214;6853;8566;;5
620215;1138;1422;;25
620216;1508;1885;;25
620217;7726;9658;;15
620218;1465;1831;;25
620221;1950;2438;;25
620222;6958;8698;;15
620223;1139;1424;;25
620224;1158;1448;;25
620225;4295;5369;;15
620226;6379;7974;7115;15
620227;7723;9654;8320;15
620228;1439;1799;1533;25
620229;4218;5272;4800;15
620231;788;985;;25
620232;2608;3260;;25
620233;1004;1255;;25
620234;1927;2409;;15
620236;1491;1864;;25
620237;4665;5831;;15
620239;1532;1915;;15
620240;1667;2084;;15
620241;425;531;;25
620242;8017;10021;;5
620243;1448;1810;;25
620244;1149;1436;;25
620245;1068;1335;;25
620246;1182;1478;;25
620247;1108;1385;1182;25
620248;4537;5671;4781;5
620249;1660;2075;;25
620250;7412;9265;;5
620251;2681;3351;;25
620252;1123;1404;;25
620254;1386;1732;;25
620255;222;278;;25
620256;222;278;;25
620257;127;159;;25
620258;222;278;;25
620259;127;159;;25
620260;222;278;;25
620261;127;159;;25
620262;127;159;;25
620263;222;278;;25
620264;117;146;;25
620265;222;278;;25
620266;127;159;;25
620267;127;159;;25
620268;222;278;;15
620269;222;278;;25
620270;222;278;;25
620271;8189;10236;;15
620272;87;109;;25
620273;87;109;;25
620274;61;76;;25
620275;305;381;;25
620276;62;78;;25
620277;87;109;;25
620278;87;109;;25
620279;87;109;;25
620280;73;91;;25
620283;61;76;;25
620286;60;75;;25
620287;60;75;;25
620288;28;35;;25
620289;28;35;;25
620290;28;35;;25
620291;28;35;;25
620292;28;35;;25
620293;28;35;;25
620294;14;18;;25
620295;14;18;;25
620296;14;18;;25
620297;18;22;;25
620298;18;22;;25
620299;18;22;;25
620300;18;22;;25
620302;19;24;;15
620304;19;24;;25
620305;18;22;;25
620306;18;22;;25
620308;1328;1660;;25
620309;1327;1659;;25
620310;1272;1590;;15
620311;239;299;256;25
620312;267;334;;25
620315;241;301;;25
620316;1618;2022;;25
620317;2010;2512;;25
620318;1878;2348;;25
620319;349;436;;25
620320;372;465;;25
620324;1934;2418;;25
620325;1903;2379;;15
620326;376;470;;15
620327;382;478;;25
620328;796;995;;25
620331;705;881;;25
620332;154;192;;25
620334;169;211;;25
620335;268;335;;25
620336;222;278;354;5
620338;158;198;221;5
620340;356;445;431;5
620343;262;328;417;5
620346;70;88;162;5
620347;97;121;117;5
620348;97;121;117;5
620349;165;206;196;5
620350;94;118;;25
620351;94;118;;25
620352;94;118;;5
620353;90;112;;25
620354;94;118;;25
620356;50;62;;5
620359;67;84;;15
620361;151;189;;25
620364;45;56;;25
620365;106;132;;25
620366;181;226;;25
620371;123;154;157;5
620373;199;249;254;5
620374;200;250;254;5
620376;199;249;306;5
620378;348;435;367;5
620383;79;99;124;15
620385;3089;3861;;15
620387;325;406;;25
620388;312;390;;15
620389;325;406;;25
620392;127;159;;25
620393;222;278;;25
620394;222;278;;25
620395;1439;1799;;15
620396;14;18;;25
620397;19;24;25;25
620398;19;24;25;25
620399;19;24;25;25
620401;2529;3161;;5
620402;348;435;;25
620403;278;348;;25
620404;278;348;;25
620405;334;418;;25
620406;289;361;341;25
620407;273;341;;25
620408;273;341;;15
620409;339;424;;25
620410;348;435;;25
620411;339;424;;25
620412;341;426;;25
620413;341;426;;25
620414;341;426;;25
620415;317;396;341;25
620416;326;408;;25
620417;334;418;;25
620418;314;392;;25
620419;309;386;;25
620420;311;389;;25
620421;327;409;;25
620422;314;392;;25
620423;309;386;;25
620424;269;336;311;25
620425;339;424;;15
620426;284;355;;25
620427;265;331;284;15
620429;348;435;;25
620430;357;446;;25
620431;301;376;;25
620432;187;234;283;5
620433;398;498;;25
620434;3760;4700;;5
620435;337;421;;15
620436;573;716;;25
620437;227;284;310;5
620438;200;250;378;15
620439;50;62;55;25
620440;50;62;55;25
620441;128;160;;25
620442;123;154;;25
620443;50;62;55;25
620444;129;161;;25
620445;56;70;;25
620446;201;251;;25
620447;67;84;;25
620448;201;251;;25
620449;201;251;;25
620450;201;251;;25
620451;476;595;;25
620453;589;736;;25
620454;334;418;;25
620455;338;422;;25
620456;468;585;;25
620457;589;736;;25
620458;573;716;;25
620459;454;568;;25
620460;581;726;;25
620461;284;355;;25
620462;448;560;;25
620463;278;348;;25
620464;197;246;304;5
620465;180;225;274;15
620467;429;536;;25
620468;311;389;;15
620469;225;281;287;5
620470;296;370;;25
620471;301;376;;25
620472;51;64;58;25
620473;301;376;;25
620474;97;121;;25
620475;188;235;;25
620476;80;100;85;25
620478;169;211;184;25
620479;78;98;85;25
620480;80;100;85;25
620481;252;315;365;15
620482;180;225;304;5
620484;189;236;293;5
620485;314;392;;25
620487;68;85;;25
620488;58;72;;25
620490;345;431;;25
620491;341;426;;25
620492;2587;3234;;5
620493;314;392;;25
620494;1368;1710;;25
620495;58;72;;25
620496;2893;3616;;15
620497;339;424;;25
620498;101;126;;25
620500;288;360;;5
620501;236;295;;5
620503;351;439;;5
620504;65;81;287;5
620505;105;131;;25
620506;67;84;;25
620507;68;85;;25
620508;6990;8738;;5
620509;149;186;383;5
620510;179;224;383;15
620512;4784;5980;;5
620513;203;254;239;25
620514;203;254;239;25
620515;243;304;;25
620516;116;145;;25
620517;113;141;;25
620518;120;150;;25
620519;929;1161;;25
620521;50;62;;25
620522;348;435;377;25
620523;229;286;253;25
620525;204;255;;25
620526;204;255;;25
620527;1448;1810;;25
620528;324;405;;25
620529;353;441;;15
620530;58;72;;25
620531;58;72;;25
620532;1368;1710;;25
620533;174;218;;25
620534;58;72;;25
620535;58;72;;25
620536;309;386;;25
620537;345;431;;25
620538;61;76;;25
620539;2587;3234;;15
620540;117;146;;25
620541;72;90;;5
620543;68;85;;25
620544;58;72;;25
620545;72;90;;25
620546;72;90;;25
620547;174;218;;15
620548;68;85;;25
620549;58;72;;25
620550;72;90;;25
620551;72;90;;25
620552;58;72;;25
620553;58;72;;25
620554;58;72;;25
620555;58;72;;25
620556;68;85;;25
620557;58;72;;25
620558;58;72;;25
620559;58;72;;25
620560;232;290;;25
620561;216;270;;5
620562;338;422;;15
620564;61;76;;25
620565;85;106;;5
620566;201;251;;25
620567;1478;1848;;25
620568;1232;1540;;25
620569;87;109;111;15
620570;141;176;;5
620571;1348;1685;;5
620572;5514;6892;;15
620573;1364;1705;;5
620574;1365;1706;;25
620575;957;1196;;25
620576;138;172;178;5
620577;339;424;367;5
620578;170;212;367;5
620579;299;374;340;15
710101;93;116;;25
710102;125;156;;15
710103;155;194;183;25
710104;183;229;;25
710105;201;251;237;25
710106;309;386;328;25
710107;399;499;427;15
710108;508;635;542;5
710109;295;369;590;15
710110;295;369;590;25
710111;60;75;;25
710112;96;120;;5
710113;259;324;288;5
710114;259;324;288;5
710115;259;324;288;5
710116;388;485;;25
710117;329;411;;25
710118;329;411;;25
710119;463;579;;25
710120;463;579;;25
710122;969;1211;1044;25
710123;1044;1305;;5
710124;1082;1352;;15
710125;1082;1352;;25
710126;1082;1352;;25
710127;1082;1352;;15
710128;1085;1356;;15
710129;1018;1272;1085;25
710131;1154;1442;;5
710132;938;1172;1154;15
710135;905;1131;;25
710137;832;1040;1450;15
710138;829;1036;1450;15
710141;1480;1850;;5
710142;1116;1395;1480;25
710144;1195;1494;;15
710145;1195;1494;;15
710146;1195;1494;;5
710147;1199;1499;1687;5
710148;1112;1390;1399;25
710149;1199;1499;1687;25
710150;1359;1699;1687;25
710151;1359;1699;1687;25
710152;1359;1699;1687;25
710153;1359;1699;1687;25
710154;1241;1551;;15
710155;1241;1551;;15
710156;1241;1551;;25
710157;1241;1551;;25
710159;621;776;1242;5
710160;1241;1551;;25
710161;1241;1551;;25
710162;869;1086;1242;25
710163;869;1086;1242;25
710164;1090;1362;1399;25
710165;1126;1408;1399;25
710166;1309;1636;;5
710167;876;1095;1252;25
710167;876;1095;1252;25
710168;876;1095;1252;25
710170;1251;1564;;5
710171;1251;1564;;5
710172;1251;1564;;25
710173;1251;1564;;25
710174;1029;1286;1287;15
710179;1314;1642;;15
710180;1158;1448;1399;25
710181;1358;1698;;25
710182;1309;1636;;15
710183;1181;1476;1423;25
710184;1353;1691;;25
710185;1353;1691;;25
710186;1353;1691;;25
710187;1353;1691;;15
710188;1399;1749;;15
710189;1103;1379;1399;25
710190;1199;1499;1687;25
710191;1199;1499;1687;25
710192;1199;1499;1687;25
710194;1400;1750;;5
710195;1400;1750;;5
710196;1400;1750;;5
710203;1194;1492;1405;25
710205;1194;1492;1405;5
710206;1424;1780;;25
710208;149;186;;15
710208;149;186;;15
710209;149;186;;15
710211;149;186;;15
710212;149;186;;25
710213;1510;1888;;5
710217;1523;1904;;25
710218;1529;1911;;5
710219;1529;1911;;5
710220;1529;1911;;5
710221;1529;1911;;5
710222;1529;1911;;5
710223;1529;1911;;5
710225;1235;1544;1544;25
710227;157;196;;15
710228;157;196;;25
710229;157;196;;25
710230;1636;2045;;5
710231;1636;2045;;5
710232;1636;2045;;5
710233;1636;2045;;5
710235;1155;1444;1650;25
710236;1155;1444;1650;25
710240;1650;2062;;5
710241;1650;2062;;5
710242;1650;2062;;5
710245;178;222;;25
710246;180;225;;25
710252;202;252;;15
710253;2054;2568;;15
710253;2054;2568;;15
710255;2054;2568;;15
710256;2054;2568;;25
710259;2054;2568;;15
710260;2054;2568;;15
710261;2054;2568;;15
710262;206;258;;15
710263;211;264;;25
710264;1684;2105;2159;15
710265;1684;2105;2159;15
710266;1684;2105;2159;15
710267;1684;2105;2159;15
710268;1684;2105;2159;15
710269;1684;2105;2159;25
710271;2187;2734;;5
710273;224;280;;25
710274;224;280;;25
710275;224;280;;25
710276;224;280;;25
710277;224;280;;25
710278;225;281;;25
710280;2358;2948;;15
710281;2358;2948;;25
710282;2358;2948;;25
710283;2380;2975;;5
710284;2380;2975;;15
710285;2444;3055;;25
710286;2444;3055;;25
710287;2444;3055;;25
710288;248;310;;25
710290;203;254;254;25
710291;203;254;254;25
710292;257;321;;15
710299;2618;3272;;5
710300;2618;3272;;15
710301;2618;3272;;15
710302;270;338;300;25
710302;270;338;300;25
710302;270;338;300;25
710305;270;338;300;25
710306;303;379;;25
710308;303;379;;15
710309;309;386;;15
710310;309;386;;25
710311;309;386;364;25
710312;309;386;364;25
710313;309;386;364;25
710314;280;350;350;25
710315;280;350;350;25
710315;280;350;350;25
710315;280;350;350;25
710317;280;350;350;25
710317;280;350;350;25
710319;280;350;350;25
710320;280;350;350;25
710322;315;394;350;5
710323;2694;3368;3454;5
710324;2694;3368;3454;5
710325;2694;3368;3454;15
710326;2694;3368;3454;15
710327;350;438;438;25
710328;350;438;438;25
710329;350;438;412;25
710330;350;438;412;25
710331;350;438;412;25
710332;350;438;412;25
710333;3611;4514;;15
710334;369;461;;25
710336;394;492;464;25
710337;350;438;438;25
710339;423;529;543;25
710340;423;529;543;25
710342;408;510;;25
710343;408;510;;25
710344;408;510;;25
710345;426;532;;25
710346;426;532;;25
710347;426;532;;25
710348;350;438;438;25
710349;414;518;448;15
710350;453;566;;25
710350;453;566;;25
710352;457;571;;15
710353;457;571;;15
710354;457;571;;15
710355;476;595;;15
710356;476;595;;15
710357;476;595;;15
710358;420;525;495;15
710361;523;654;;15
710362;523;654;;25
710363;542;678;;5
710364;549;686;;5
710366;429;536;550;15
710367;429;536;550;5
710368;429;536;550;15
710370;281;351;562;25
710372;628;785;;15
710374;672;840;;5
710375;675;844;;5
710376;698;872;;5
710377;700;875;;25
710378;722;902;;15
710380;723;904;;5
710381;733;916;;15
710382;734;918;;25
710383;734;918;;25
710384;734;918;;5
710386;748;935;;25
710387;748;935;;15
710388;748;935;;15
710389;748;935;;5
710391;761;951;;5
710393;761;951;;25
710394;767;959;;25
710394;767;959;;25
710395;767;959;;25
710397;793;991;;5
710399;789;986;;25
710400;906;1132;;5
710401;868;1085;;15
710403;819;1024;;15
710404;831;1039;;25
710405;831;1039;;25
710406;831;1039;;15
710407;853;1066;;25
710408;853;1066;;25
710409;868;1085;;25
710410;868;1085;;25
710411;868;1085;;25
710412;868;1085;;15
710413;828;1035;882;15
710414;882;1102;;15
710415;886;1108;;15
710419;699;874;922;15
710420;699;874;922;25
710421;699;874;865;25
710422;699;874;922;25
710424;756;945;945;15
710425;756;945;945;25
710426;956;1195;;15
710427;956;1195;;5
710428;961;1201;;25
710430;791;989;969;15
710431;969;1211;;5
710432;782;978;969;15
710433;769;961;969;25
710434;969;1211;;15
710435;969;1211;;15
710436;789;986;969;15
710437;797;996;969;25
710438;769;961;981;5
710439;990;1238;;25
710440;995;1244;;5
710441;995;1244;;15
710442;1026;1282;1450;25
710444;992;1240;1168;15
710445;992;1240;1168;15
710446;799;999;1073;15
710448;699;874;966;25
710449;742;928;873;25
710450;955;1194;1151;25
710451;955;1194;1151;5
710455;955;1194;1151;25
710456;955;1194;1151;25
710457;742;928;873;25
710458;836;1045;984;25
710459;836;1045;984;25
710461;619;774;676;15
710463;599;749;676;25
710468;777;971;997;25
710469;1132;1415;1452;15
710470;777;971;997;25
710471;1496;1870;1918;15
710472;1177;1471;1509;15
710473;906;1132;1162;5
710474;777;971;997;5
710475;1496;1870;1918;5
710478;906;1132;1162;15
710479;1496;1870;1918;25
710481;510;638;654;15
710483;510;638;654;25
710485;659;824;824;5
710486;1316;1645;1645;15
710487;984;1230;1230;25
710488;659;824;824;15
710489;984;1230;1230;25
710490;1316;1645;1645;5
710491;659;824;824;15
710493;984;1230;1230;15
710494;659;824;824;5
710495;799;999;1073;25
710498;769;961;1073;5
710499;1359;1699;1687;15
710500;1359;1699;1687;15
710501;1023;1279;1248;25
710502;1023;1279;1248;5
710503;1023;1279;1248;5
710504;1023;1279;1248;25
710505;704;880;829;25
710506;704;880;829;15
710507;704;880;829;25
710508;704;880;829;15
710509;878;1098;;25
710510;619;774;676;25
720010;389;486;641;15
720011;355;444;653;25
720012;215;269;398;25
720013;275;344;461;5
720014;36;45;;25
720015;46;58;;25
720017;87;109;;25
720018;107;134;;25
720019;107;134;;25
720020;107;134;;25
720021;112;140;;25
720022;132;165;;15
720024;114;142;150;25
720025;114;142;150;25
720026;162;202;;25
720027;202;252;;5
720028;202;252;;15
720030;56;70;;25
720031;63;79;;25
720032;67;84;;25
720033;99;124;;15
720034;99;124;;25
720035;116;145;137;25
720036;116;145;137;25
720037;125;156;;25
720039;1463;1829;;5
720040;1678;2098;;5
720041;1678;2098;;25
720042;1678;2098;;15
720043;146;182;183;5
720045;183;229;;5
720046;2438;3048;;15
720047;123;154;257;15
720049;219;274;431;5
720051;80;100;;25
720052;80;100;;25
720053;847;1059;;15
720055;847;1059;;5
720056;61;76;;25
720057;61;76;;25
720058;61;76;;25
720059;61;76;;25
720060;61;76;;25
720061;51;64;;25
720062;61;76;;25
720063;64;80;;25
720064;79;99;;15
720065;107;134;;25
720067;58;72;;25
720068;58;72;;25
720069;75;94;;25
720070;110;138;;25
720071;110;138;;15
720073;97;121;;5
720074;63;79;;15
720075;125;156;165;25
720076;102;128;;15
720077;16;20;;25
720078;16;20;;25
720080;19;24;;25
720081;19;24;;25
720088;67;84;;25
720092;43;54;;25
720093;43;54;;25
720094;44;55;73;25
720095;16;20;;5
720096;30;38;;25
720101;134;168;;15
720102;134;168;;5
720103;94;118;;5
720104;145;181;;5
720106;111;139;;5
720107;111;139;;5
720110;116;145;;5
720111;620;775;;25
720112;286;358;;15
720114;175;219;;15
730012;100;125;;25
730013;101;126;;25
730014;112;140;;15
730015;125;156;;15
730017;149;186;;25
730020;196;245;;25
730022;24;30;;25
730024;24;30;;5
730027;27;34;;25
730030;30;38;;25
730031;35;44;;25
730032;37;46;;25
730033;37;46;;25
730034;40;50;;25
730035;40;50;;25
730036;48;60;;25
730038;50;62;;25
730040;54;68;;15
730041;55;69;;25
730042;58;72;;25
730043;78;98;;25
740010;135;169;;25
740012;146;182;;25
740014;59;74;74;25
740015;130;162;184;25
740015;76;95;100;25
740016;136;170;;25
740017;157;196;;5
740018;239;299;311;25
740018;155;194;197;25
740021;167;209;;15
740022;181;226;;25
740024;203;254;;25
740025;221;276;321;25
740026;239;299;311;25
740029;284;355;517;25
740032;394;492;607;15
740033;358;448;;15
740034;394;492;607;15
740035;410;512;499;25
740036;410;512;;25
